context_date,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,quote_count,target_property_quote_count,comp_set_quote_count,limited_availability_share,free_cancellation_share,target_rating,comp_set_median_rating,target_hotel_class,comp_set_median_hotel_class,target_amenity_count,comp_set_median_amenity_count,rate_context_confidence,pricing_capture_method,pricing_provenance,pricing_context_note
2026-08-11,745,780,762,0.955,0.494,false,141,1.068,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-12,780,705,718,1.106,0.632,false,171,1.152,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-13,690,745,718,0.926,0.277,false,97,0.976,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-14,875,900,888,0.972,1,true,262,1.28,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-15,865,875,870,0.989,0.968,true,253,1.267,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-16,965,925,945,1.043,1,true,290,1.291,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-17,705,700,702,1.007,0.336,false,109,1.003,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-18,735,815,802,0.902,0.455,false,132,1.051,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-19,775,780,778,0.994,0.613,false,166,1.117,6,1,5,0.0,0.167,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-20,765,685,725,1.117,0.573,false,158,1.13,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-21,800,720,760,1.111,0.711,false,189,1.187,6,1,5,0.167,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-22,845,895,885,0.944,0.889,true,233,1.234,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-23,900,930,915,0.968,1,true,270,1.28,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-24,735,710,722,1.035,0.455,false,132,1.06,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-25,760,735,748,1.034,0.553,false,153,1.101,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-26,805,775,785,1.039,0.731,true,194,1.177,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-27,720,715,718,1.007,0.395,false,120,1.028,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-28,900,815,840,1.104,1,true,270,1.306,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-29,840,850,845,0.988,0.87,true,228,1.225,6,1,5,0.667,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-30,765,820,818,0.933,0.573,true,158,1.101,6,1,5,0.5,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-31,825,745,785,1.107,0.81,true,213,1.227,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-01,810,680,710,1.191,0.751,true,199,1.223,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-02,695,715,705,0.972,0.296,false,101,0.985,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-03,725,765,745,0.948,0.415,false,124,1.034,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-04,680,700,690,0.971,0.237,false,90,0.96,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-05,785,800,792,0.981,0.652,false,175,1.134,6,1,5,0.333,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-06,845,865,855,0.977,0.889,true,233,1.234,6,1,5,0.833,0.167,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-07,750,695,722,1.079,0.514,false,145,1.096,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-08,720,780,760,0.923,0.395,false,120,1.026,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-09,665,705,700,0.943,0.178,false,79,0.935,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-10,695,755,738,0.921,0.296,false,101,0.985,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-11,775,785,780,0.987,0.613,false,166,1.117,6,1,5,0.167,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-12,890,855,860,1.041,1,true,267,1.29,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-13,815,800,808,1.019,0.771,true,203,1.188,6,1,5,0.333,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-14,785,745,758,1.054,0.652,false,175,1.147,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-15,845,830,838,1.018,0.889,true,233,1.238,6,1,5,0.167,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-16,825,815,820,1.012,0.81,true,213,1.203,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-17,800,775,785,1.032,0.711,false,189,1.167,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-18,870,795,832,1.094,0.988,true,259,1.299,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-19,875,880,878,0.994,1,true,262,1.28,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-20,895,885,890,1.011,1,true,268,1.283,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-21,720,760,740,0.947,0.395,false,120,1.026,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-22,740,685,705,1.08,0.474,false,136,1.079,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-23,780,745,758,1.047,0.632,false,171,1.137,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-24,745,740,742,1.007,0.494,false,141,1.069,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-25,825,805,815,1.025,0.81,true,213,1.207,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-26,950,895,895,1.061,1,true,285,1.295,6,1,5,0.833,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-27,890,810,822,1.099,1,true,267,1.305,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-28,690,695,692,0.993,0.277,false,97,0.976,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-29,725,745,735,0.973,0.415,false,124,1.034,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-09-30,705,690,698,1.022,0.336,false,109,1.007,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-01,595,640,620,0.93,0,false,48,0.86,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-02,675,695,685,0.971,0.217,false,86,0.951,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-03,795,770,772,1.032,0.692,false,185,1.159,6,1,5,0.167,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-04,730,690,708,1.058,0.435,false,128,1.057,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-05,600,610,605,0.984,0,false,48,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-06,705,670,672,1.052,0.336,false,109,1.014,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-07,620,625,622,0.992,0,false,50,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-08,700,640,665,1.094,0.316,false,105,1.016,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-09,725,695,710,1.043,0.415,false,124,1.045,6,1,5,0.167,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-10,690,720,718,0.958,0.277,false,97,0.976,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-11,760,710,735,1.07,0.553,false,153,1.11,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-12,585,535,560,1.093,0,false,47,0.883,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-13,635,570,590,1.114,0.059,false,59,0.913,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-14,680,705,692,0.965,0.237,false,90,0.96,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-15,600,585,592,1.026,0,false,48,0.867,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-16,785,710,718,1.106,0.652,false,175,1.16,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-17,735,715,720,1.028,0.455,false,132,1.058,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-18,770,750,760,1.027,0.593,false,162,1.116,6,1,5,0.333,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-19,595,635,615,0.937,0,false,48,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-20,650,590,610,1.102,0.119,false,69,0.935,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-21,630,660,658,0.955,0.04,false,56,0.877,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-22,650,690,670,0.942,0.119,false,69,0.91,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-23,800,800,800,1.0,0.711,false,189,1.159,6,1,5,0.333,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-24,685,725,715,0.945,0.257,false,94,0.968,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-25,785,785,785,1.0,0.652,false,175,1.134,6,1,5,0.333,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-26,600,615,612,0.976,0,false,48,0.86,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-27,655,650,652,1.008,0.138,false,72,0.92,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-28,615,620,618,0.992,0,false,49,0.86,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-29,685,670,678,1.022,0.257,false,94,0.973,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-30,750,750,750,1.0,0.514,false,145,1.076,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-10-31,755,655,678,1.153,0.534,false,149,1.122,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-01,755,765,762,0.987,0.534,false,149,1.084,6,1,5,0.167,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-02,740,640,650,1.156,0.474,false,136,1.098,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-03,645,630,638,1.024,0.099,false,66,0.908,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-04,640,640,640,1.0,0.079,false,62,0.893,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-05,685,650,668,1.054,0.257,false,94,0.981,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-06,695,710,702,0.979,0.296,false,101,0.985,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-07,785,695,720,1.129,0.652,false,175,1.166,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-08,735,750,742,0.98,0.455,false,132,1.051,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-09,790,680,688,1.162,0.672,false,180,1.183,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-10,755,730,742,1.034,0.534,false,149,1.093,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-11,590,650,645,0.908,0,false,47,0.86,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-12,580,560,570,1.036,0,false,46,0.869,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-13,750,730,740,1.027,0.514,false,145,1.083,6,1,5,0.167,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-14,750,750,750,1.0,0.514,false,145,1.076,6,1,5,0.333,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-15,820,760,790,1.079,0.791,true,208,1.212,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-16,625,630,628,0.992,0.02,false,53,0.868,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-17,690,670,680,1.03,0.277,false,97,0.984,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-18,645,650,648,0.992,0.099,false,66,0.902,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-19,795,740,765,1.074,0.692,false,185,1.169,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-20,805,795,795,1.013,0.731,true,194,1.17,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-21,685,725,715,0.945,0.257,false,94,0.968,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-22,805,830,820,0.97,0.731,true,194,1.167,6,1,5,0.5,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-23,670,675,672,0.993,0.198,false,83,0.943,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-24,660,680,670,0.971,0.158,false,76,0.926,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-25,630,640,635,0.984,0.04,false,56,0.877,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-26,600,625,622,0.96,0,false,48,0.86,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-27,770,835,802,0.922,0.593,true,162,1.109,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-28,740,695,718,1.065,0.474,false,136,1.075,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-29,815,795,805,1.025,0.771,true,203,1.19,6,1,5,0.333,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-11-30,545,600,595,0.908,0,false,44,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
