recovery_case_id,service_ticket_id,pms_reservation_id,crm_guest_id,reservation_match_confidence,reservation_match_method,crm_match_confidence,crm_match_method,comp_match_confidence,comp_match_method,guest_tier,traveler_segment,nightly_rate,stay_value,estimated_lifetime_value,guest_value_score,repeat_comp_review_risk,arrival_date,service_date,booking_channel_proxy,room_type_mismatch,room_move_count,special_requests_count,failure_category,issue_code_raw,failure_type,severity,severity_inferred_flag,hotel_responsibility_score,reported_in_stay,resolution_delay_minutes,complaint_sentiment_intensity,review_risk_score,post_stay_score,actual_comp_codes_normalized,actual_comp_labels_raw,actual_comp_face_value,actual_comp_internal_cost,total_onsite_spend,f_and_b_spend,spa_wellness_spend,parking_spend,occupancy_pressure,housekeeping_pressure,front_desk_queue_pressure,food_beverage_capacity_pressure,spa_capacity_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,has_beachfront_or_ocean_context,property_context_confidence,rooftop_f_and_b_fit_modifier,spa_wellness_fit_modifier,lobby_lounge_fit_modifier,parking_fee_fit_modifier,late_checkout_fit_modifier,room_upgrade_fit_modifier,brand_experience_weight,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,pricing_quote_count,rate_context_confidence,pricing_provenance,data_quality_flags
case_00205,TKT000205,PMS000785,CRM000785,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,event_or_wedding,660,1980,2490,0.217,0,2026-06-04,2026-06-05,direct,true,0,0,billing_or_fee_dispute,fee dispute,process,1,false,0.55,true,5,0.2,0.266,0,,,0,0,170,90,80,0,0.944,0.932,0.815,0.841,0.996,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.7,0.141,0.607,false,0.32,sample_seed_local_demand_context,945,915,920,1.033,1.0,true,284,1.288,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00206,TKT000206,PMS000627,CRM000627,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,design_leisure,590,1180,4150,0.381,0,2026-08-02,2026-08-02,ota,false,0,0,room_assignment_expectation_gap,view issue,outcome,3,true,0.74,false,37,0.6,0.501,0,manager_note,Manager Note,0,0,0,0,0,0,0.658,0.678,0.355,0.608,0.71,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.7,0.278,0.64,false,0.32,sample_seed_local_demand_context,925,875,898,1.057,1.0,true,278,1.294,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00207,TKT000207,PMS000193,CRM000193,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,design_leisure,720,1440,6920,0.421,0.2,2026-07-23,2026-07-24,travel_advisor,false,0,0,valet_or_parking_delay,car delay,process,1,false,0.62,true,5,0.2,0.219,0,amenity_gesture,Amenity,55,25,430,430,0,0,0.926,0.804,0.837,0.878,0.772,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.7,0.117,0.604,false,0.32,sample_seed_local_demand_context,810,805,808,1.006,0.751,true,199,1.177,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00208,TKT000208,PMS000353,CRM000353,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,700,700,1470,0.164,0.2,2026-06-14,2026-06-14,travel_advisor,true,0,1,noise_disruption,neighbor noise,process,2,true,0.48,true,5,0.717,0.51,5.8,partial_room_refund,Room rate adjustment,390,390,0,0,0,0,0.859,0.895,0.958,0.766,0.524,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.7,0.118,0.571,false,0.32,sample_seed_local_demand_context,960,890,908,1.079,1.0,true,288,1.3,6,0.92,sample_seed_public_rate_shape,severity_inferred
case_00209,TKT000209,PMS000478,CRM000478,0.78,guest_key_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,design_leisure,650,2600,12460,0.546,0.2,2026-11-03,2026-11-03,direct,false,1,1,room_readiness_delay,room_not_ready,outcome,2,false,0.88,false,5,0.517,0.447,7.0,amenity_gesture,Amenity,0,0,190,190,0,0,0.32,0.319,0.122,0.171,0.258,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.044,0.219,false,0.32,sample_seed_local_demand_context,645,630,638,1.024,0.099,false,66,0.908,6,0.92,sample_seed_public_rate_shape,
case_00210,TKT000210,PMS000359,CRM000359,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,design_leisure,630,4410,5480,0.36,0,2026-03-19,2026-03-21,group_or_event,false,0,0,f_and_b_service_lapse,restaurant issue,process,1,false,0.7,false,5,0.226,0.256,8.9,,,0,0,0,0,0,0,0.746,0.73,0.44,0.496,0.354,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.091,0.373,false,0.32,sample_seed_local_demand_context,695,670,682,1.037,0.296,false,101,0.994,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00211,TKT000211,PMS000548,CRM000548,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,local_staycation,510,1020,3530,0.276,0,2026-04-27,2026-04-27,direct,true,0,0,room_assignment_expectation_gap,wrong room,outcome,3,false,0.74,false,5,0.598,0.486,6.3,,,0,0,355,310,0,0,0.39,0.362,0.338,0.354,0.215,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.047,0.272,false,0.32,sample_seed_local_demand_context,685,670,675,1.022,0.257,false,94,0.973,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00212,TKT000212,PMS000980,CRM000980,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,650,1950,3850,0.23,0,2026-10-23,2026-10-25,ota,false,0,0,billing_or_fee_dispute,charge question,process,2,false,0.55,true,5,0.313,0.386,7.2,,,0,0,0,0,0,0,0.469,0.505,0.335,0.318,0.195,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.48,0.101,0.427,false,0.32,sample_seed_local_demand_context,785,785,785,1.0,0.652,false,175,1.134,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00213,TKT000213,PMS001427,CRM001427,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,design_leisure,680,2720,4640,0.273,0,2026-03-24,2026-03-27,direct,false,0,0,room_assignment_expectation_gap,wrong room,outcome,3,false,0.74,true,5,0.6,0.501,0,,,0,0,30,0,0,30,0.65,0.838,0.608,0.466,0.613,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.115,0.454,false,0.32,sample_seed_local_demand_context,810,760,768,1.066,0.751,true,199,1.192,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00214,TKT000214,PMS000450,CRM000450,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,event_or_wedding,790,790,1390,0.152,0.2,2026-07-13,2026-07-13,direct,true,0,0,room_readiness_delay,arrival delay,outcome,5,false,0.93,true,5,1.0,0.726,0,rooftop_f_and_b_credit,Calabra recovery,180,72,525,445,0,80,0.912,0.871,0.757,0.571,0.501,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.445,0.313,false,0.32,sample_seed_local_demand_context,815,785,800,1.038,0.771,true,203,1.193,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00215,TKT000215,PMS000702,CRM000702,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,coastal_weekend,680,680,2710,0.344,0.2,2026-12-31,2026-12-31,travel_advisor,true,1,0,housekeeping_miss,linen/turndown,outcome,4,false,0.95,false,48,0.8,0.616,0,late_checkout,4pm checkout,65,13,415,160,0,195,0.479,0.433,0.183,0.173,0.372,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.78,0.65,0.706,true,0.32,sample_seed_local_demand_context,870,870,870,1.0,0.988,true,259,1.275,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00216,TKT000216,PMS001481,CRM001481,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,720,3600,6480,0.348,0.2,2026-09-04,2026-09-06,ota,false,0,1,room_readiness_delay,room_not_ready,outcome,5,false,0.93,true,5,1.0,0.751,3.2,partial_room_refund,Refund,505,505,950,950,0,0,0.933,0.919,0.773,0.686,0.838,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.7,0.17,0.537,false,0.32,sample_seed_local_demand_context,845,865,855,0.977,0.889,true,233,1.234,6,0.92,sample_seed_public_rate_shape,ltv_imputed
case_00217,TKT000217,PMS000953,CRM000953,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,event_or_wedding,460,3220,13990,0.574,0,2026-01-24,2026-01-29,ota,false,0,0,maintenance_issue,engineering,outcome,2,false,0.78,true,5,0.4,0.401,0,,,0,0,190,190,0,0,0.771,0.855,0.671,0.812,0.246,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.57,0.38,false,0.32,sample_seed_local_demand_context,605,710,680,0.852,0.0,false,48,0.86,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00218,TKT000218,PMS000228,CRM000228,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,design_leisure,590,3540,7280,0.369,0,2026-11-13,2026-11-18,direct,false,0,2,spa_wellness_service_issue,treatment delay,process,3,false,0.74,true,5,0.6,0.49,0,,,0,0,1005,730,215,60,0.724,0.653,0.597,0.528,0.306,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.06,0.264,false,0.32,sample_seed_local_demand_context,645,650,648,0.992,0.099,false,66,0.902,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00219,TKT000219,PMS000580,CRM000580,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,wellness_getaway,590,1180,2160,0.177,0,2026-03-04,2026-03-05,ota,false,0,0,valet_or_parking_delay,parking,process,3,false,0.62,true,5,0.545,0.383,6.9,,,0,0,0,0,0,0,0.609,0.628,0.626,0.485,0.477,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.135,0.254,false,0.32,sample_seed_local_demand_context,620,655,638,0.947,0.0,false,50,0.86,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00220,TKT000220,PMS000657,CRM000657,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,790,3950,5330,0.353,0,2026-08-21,2026-08-24,ota,false,0,1,room_readiness_delay,late room,outcome,3,true,0.88,true,5,0.619,0.487,6.5,,,0,0,0,0,0,0,0.774,0.746,0.583,0.792,0.659,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.142,0.205,false,0.32,sample_seed_local_demand_context,735,710,722,1.035,0.455,false,132,1.06,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_comp_record
case_00221,TKT000221,PMS001275,CRM001275,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,design_leisure,670,1340,2190,0.217,0,2026-12-15,2026-12-15,ota,false,0,2,valet_or_parking_delay,valet wait,process,2,false,0.62,false,5,0.372,0.319,7.6,,,0,0,165,45,0,120,0.42,0.266,0.43,0.304,0.306,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.104,0.216,false,0.32,sample_seed_local_demand_context,615,605,610,1.017,0.0,false,49,0.864,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00222,TKT000222,PMS001108,CRM001108,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,design_leisure,570,3990,7480,0.36,0,2026-08-23,2026-08-23,direct,true,1,0,room_assignment_expectation_gap,view issue,outcome,3,false,0.74,true,94,0.326,0.438,6.9,manager_note,Manager Note,0,0,685,305,305,75,0.923,0.932,0.994,0.737,0.893,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.7,0.095,0.553,false,0.32,sample_seed_local_demand_context,900,930,915,0.968,1.0,true,270,1.28,6,0.92,sample_seed_public_rate_shape,
case_00223,TKT000223,PMS001363,CRM001363,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,design_leisure,790,5530,23830,0.761,0,2026-12-01,2026-12-04,ota,true,1,1,noise_disruption,noise,process,2,true,0.48,true,63,0.4,0.381,0,,,0,0,680,290,360,0,0.69,0.61,0.72,0.477,0.364,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.48,0.125,0.454,false,0.32,sample_seed_local_demand_context,815,740,752,1.101,0.771,true,203,1.209,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey;no_comp_record
case_00224,TKT000224,PMS000425,CRM000425,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,560,560,1100,0.138,0,2026-08-19,2026-08-19,corporate,false,0,0,maintenance_issue,maintenance,outcome,5,false,0.83,true,5,0.936,0.649,4.3,partial_room_refund,Refund,430,430,0,0,0,0,0.99,1.0,0.881,0.761,0.67,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.026,0.211,false,0.32,sample_seed_local_demand_context,775,780,778,0.994,0.613,false,166,1.117,6,0.92,sample_seed_public_rate_shape,
case_00225,TKT000225,PMS000901,CRM000901,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,coastal_weekend,660,1320,4830,0.318,0.2,2026-11-20,2026-11-20,travel_advisor,false,0,1,room_readiness_delay,checkin wait,outcome,2,false,0.88,true,5,0.189,0.335,8.4,,,0,0,465,465,0,0,0.676,0.732,0.459,0.676,0.398,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.132,0.434,false,0.32,sample_seed_local_demand_context,805,795,795,1.013,0.731,true,194,1.17,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00226,TKT000226,PMS000861,CRM000861,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,event_or_wedding,600,1200,2370,0.18,0,2026-08-29,2026-08-30,direct,false,0,0,noise_disruption,street noise,process,2,false,0.48,true,5,0.4,0.381,0,,,0,0,360,170,0,190,0.99,1.0,0.993,0.657,0.711,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.7,0.022,0.526,false,0.32,sample_seed_local_demand_context,765,820,818,0.933,0.573,true,158,1.101,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00227,TKT000227,PMS000798,CRM000798,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,wellness_getaway,620,4340,24010,0.706,0,2026-08-02,2026-08-03,direct,false,0,0,housekeeping_miss,room clean issue,outcome,5,false,0.95,false,5,1.0,0.72,0,,,0,0,895,840,0,0,0.925,0.972,0.668,0.528,0.726,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.162,0.246,false,0.32,sample_seed_local_demand_context,820,830,825,0.988,0.791,true,208,1.192,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00228,TKT000228,PMS001551,CRM001551,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,wellness_getaway,700,4900,24410,0.731,0,2026-07-30,2026-08-04,corporate,true,1,0,room_assignment_expectation_gap,view issue,outcome,3,false,0.74,true,5,0.587,0.526,5.8,,,0,0,345,345,0,0,0.793,0.725,0.781,0.577,0.573,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.405,0.306,false,0.32,sample_seed_local_demand_context,780,780,780,1.0,0.632,false,171,1.126,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00229,TKT000229,PMS001270,CRM001270,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,new_guest,coastal_weekend,640,3200,3870,0.304,0,2026-09-26,2026-09-28,corporate,false,0,1,billing_or_fee_dispute,folio issue,process,2,true,0.55,false,5,0.4,0.37,0,,,0,0,0,0,0,0,0.99,0.94,0.825,0.729,0.938,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.09,0.2,false,0.32,sample_seed_local_demand_context,690,695,692,0.993,0.277,false,97,0.976,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey;no_comp_record
case_00230,TKT000230,PMS001590,CRM001590,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,design_leisure,790,790,4520,0.367,0.2,2026-07-22,2026-07-22,corporate,false,0,0,room_readiness_delay,arrival delay,outcome,3,false,0.88,true,5,0.6,0.518,0,lobby_lounge_credit,Lobby F&B,115,44,190,40,0,150,0.736,0.736,0.585,0.401,0.657,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.121,0.288,false,0.32,sample_seed_local_demand_context,770,705,738,1.092,0.593,false,162,1.132,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00231,TKT000231,PMS000864,CRM000864,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,coastal_weekend,730,730,1314,0.272,0,2026-06-20,2026-06-20,direct,true,0,2,room_assignment_expectation_gap,room type mismatch,outcome,4,false,0.79,true,5,0.8,0.605,0,,,0,0,475,435,0,40,0.752,0.746,0.767,0.796,0.531,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.7,0.065,0.525,false,0.32,sample_seed_local_demand_context,885,830,858,1.066,1.0,true,266,1.296,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_review_or_survey;no_comp_record
case_00232,TKT000232,PMS000407,CRM000407,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,860,5160,9740,0.437,0.2,2026-05-13,2026-05-16,ota,false,0,0,maintenance_issue,facilities issue,outcome,3,true,0.78,true,5,0.6,0.504,0,late_checkout,Late checkout,80,16,70,70,0,0,0.826,0.905,0.474,0.539,0.905,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.166,0.438,false,0.32,sample_seed_local_demand_context,875,895,892,0.978,1.0,true,262,1.28,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00233,TKT000233,PMS000348,CRM000348,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,coastal_weekend,500,2000,4310,0.237,0,2026-01-08,2026-01-11,travel_advisor,false,0,0,valet_or_parking_delay,arrival valet,process,3,false,0.62,true,5,0.6,0.455,0,,,0,0,125,85,0,0,0.764,0.905,0.564,0.725,0.3,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.48,0.155,0.447,false,0.32,sample_seed_local_demand_context,805,815,815,0.988,0.731,true,194,1.167,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00234,TKT000234,PMS000824,CRM000824,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,coastal_weekend,820,1640,3410,0.303,0,2026-07-15,2026-07-16,group_or_event,false,0,0,valet_or_parking_delay,valet wait,process,2,false,0.62,false,21,0.4,0.337,0,parking_fee_waiver,Destination fee waive,80,14,555,0,520,0,0.761,0.921,0.789,0.573,0.62,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.177,0.222,false,0.32,sample_seed_local_demand_context,735,765,750,0.961,0.455,false,132,1.051,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00235,TKT000235,PMS001534,CRM001534,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,local_staycation,730,730,2710,0.27,0.2,2026-09-28,2026-09-28,ota,false,0,1,room_readiness_delay,room_not_ready,outcome,4,false,0.93,false,5,0.8,0.622,0,rooftop_f_and_b_credit,Restaurant credit,145,58,195,175,0,20,0.99,0.94,0.825,0.729,0.938,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.09,0.2,false,0.32,sample_seed_local_demand_context,690,695,692,0.993,0.277,false,97,0.976,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00236,TKT000236,PMS001013,CRM001013,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,event_or_suite_guest,wellness_getaway,930,2790,22890,0.754,0.2,2026-04-19,2026-04-20,ota,false,0,0,spa_wellness_service_issue,spa recovery,process,4,false,0.79,true,5,1.0,0.467,6.4,lobby_lounge_credit,Bar credit,145,55,380,0,380,0,0.32,0.212,0.196,0.232,0.269,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.144,0.287,false,0.32,sample_seed_local_demand_context,660,695,678,0.95,0.158,false,76,0.926,6,0.92,sample_seed_public_rate_shape,
case_00237,TKT000237,PMS000023,CRM000023,0.78,guest_key_date_window,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,family_beach_trip,490,1960,3528,0.227,0.2,2026-01-04,2026-01-06,corporate,false,0,0,noise_disruption,noise,process,1,false,0.48,true,5,0.2,0.277,0,amenity_gesture,Welcome amenity,55,25,245,0,0,245,0.737,0.729,0.817,0.662,0.229,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.644,0.389,false,0.32,sample_seed_local_demand_context,695,765,730,0.908,0.296,false,101,0.985,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_review_or_survey
case_00238,TKT000238,PMS001178,CRM001178,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,650,1300,1640,0.178,0,2026-03-13,2026-03-14,ota,false,0,0,noise_disruption,neighbor noise,process,3,false,0.48,true,5,0.6,0.485,0,late_checkout,Late CO,70,14,440,440,0,0,0.567,0.573,0.515,0.453,0.323,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.48,0.611,0.524,false,0.32,sample_seed_local_demand_context,765,745,755,1.027,0.573,false,158,1.107,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00239,TKT000239,PMS001214,CRM001214,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,design_leisure,750,3000,11870,0.466,0,2026-01-30,2026-02-01,ota,false,0,1,room_readiness_delay,room_not_ready,outcome,4,false,0.93,true,5,0.782,0.551,5.7,,,0,0,685,105,510,45,0.32,0.288,0.233,0.358,0.299,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.175,0.476,false,0.32,sample_seed_local_demand_context,690,725,708,0.952,0.277,false,97,0.976,6,0.92,sample_seed_public_rate_shape,no_comp_record
