recommendation_id,recovery_case_id,service_ticket_id,pms_reservation_id,guest_tier,traveler_segment,stay_value,estimated_lifetime_value,reservation_match_confidence,crm_match_confidence,data_quality_flags,failure_category,failure_type,severity,hotel_responsibility_score,reported_in_stay,occupancy_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,property_context_confidence,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,proper_vs_comp_set_index,upgrade_opportunity_cost_proxy,refund_cost_pressure,rate_context_confidence,pricing_provenance,repeat_comp_review_risk,room_type_mismatch,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,comp_code,comp_label,recommended_comp_value,estimated_internal_cost,internal_cost_low,internal_cost_high,recommended_minus_actual_value,recommended_tier,recovery_need_score,profit_leakage_risk,review_risk_score,brand_impact_risk,expected_recovery_value,manager_review_flag,recommendation_stability,decision_confidence,policy_version,recommendation_reason_codes,recommendation_counterfactuals,recommendation_alternatives_json,recommendation_score_components_json,recommendation_assumptions,recommendation_explanation
rec_00382,case_00382,TKT000382,PMS001504,new_guest,wellness_getaway,880,1130,1.0,0.95,,maintenance_issue,outcome,5,0.83,true,0.774,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.142,0.293,false,0.32,sample_seed_local_demand_context,0.0,false,530,625,0.848,42,0.86,0.92,sample_seed_public_rate_shape,0.2,false,future_stay_credit,350,210,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,-20,4,70.28,1,0.633,0.664,127,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 116.7}, {""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 155, ""internal_cost_expected"": 93, ""internal_cost_high"": 132, ""internal_cost_low"": 46, ""policy_score"": 81.46}]","{""fit_score"": 0.521, ""leakage_penalty"": 72.8, ""operational_penalty"": 0.0, ""perceived_value"": 445.5, ""policy_score"": 198.16}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $330 Surya Spa or Recovery Suite credit for a new guest with a severity 5 maintenance issue reported before checkout. Estimated internal cost is $99-$248, not an observed property margin. Rationale: hotel responsible failure, high severity issue, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00383,case_00383,TKT000383,PMS000582,new_guest,coastal_weekend,720,1370,1.0,0.95,no_review_or_survey;no_comp_record,noise_disruption,process,1,0.48,true,0.504,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.48,0.145,0.423,false,0.32,sample_seed_local_demand_context,0.711,false,800,800,1.0,189,1.159,0.92,sample_seed_public_rate_shape,0,false,,0,0,late_checkout,late checkout,75,15,6,34,75,2,30.13,0.306,0.277,0.288,49,false,0.963,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 135, ""internal_cost_expected"": 54, ""internal_cost_high"": 81, ""internal_cost_low"": 34, ""policy_score"": 74.83}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 50.0}]","{""fit_score"": 0.849, ""leakage_penalty"": 3.75, ""operational_penalty"": 9.88, ""perceived_value"": 108.75, ""policy_score"": 138.38}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $75 late checkout for a new guest with a severity 1 noise disruption reported before checkout. Estimated internal cost is $6-$34, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 96%. The closest alternative was $135 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00384,case_00384,TKT000384,PMS000267,new_guest,coastal_weekend,540,910,1.0,0.95,severity_inferred,valet_or_parking_delay,process,2,0.62,true,0.593,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.48,0.021,0.442,false,0.32,sample_seed_local_demand_context,0.534,false,755,690,1.094,149,1.108,0.92,sample_seed_public_rate_shape,0,true,lobby_lounge_credit,125,48,parking_fee_waiver,parking or destination-fee waiver,75,14,6,26,-50,2,41.43,0.286,0.429,0.422,49,false,1.0,moderate,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 135, ""internal_cost_expected"": 54, ""internal_cost_high"": 81, ""internal_cost_low"": 34, ""policy_score"": 81.23}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 54.31}]","{""fit_score"": 0.932, ""leakage_penalty"": 3.5, ""operational_penalty"": 0.0, ""perceived_value"": 86.25, ""policy_score"": 118.56}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $75 parking or destination-fee waiver for a new guest with a severity 2 valet or parking delay reported before checkout. Estimated internal cost is $6-$26, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $135 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00385,case_00385,TKT000385,PMS000612,vip_guest,local_staycation,1500,11370,1.0,0.95,severity_inferred;no_review_or_survey,maintenance_issue,outcome,3,0.78,true,0.783,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.071,0.229,false,0.32,sample_seed_local_demand_context,0.296,false,695,690,1.007,101,0.986,0.92,sample_seed_public_rate_shape,0.4,false,parking_fee_waiver,115,21,future_stay_credit,future-stay credit,260,156,78,221,145,4,59.01,0.415,0.504,0.543,376,false,0.815,moderate,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 154.5}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 97.38}]","{""fit_score"": 0.78, ""leakage_penalty"": 85.8, ""operational_penalty"": 0.0, ""perceived_value"": 312.0, ""policy_score"": 174.31}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $260 future-stay credit for a vip guest with a severity 3 maintenance issue reported before checkout. Estimated internal cost is $78-$221, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, recoverable before checkout. Recommendation stability is 82%. The closest alternative was $330 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00386,case_00386,TKT000386,PMS000082,returning_guest,event_or_wedding,2220,4890,1.0,0.95,no_review_or_survey;no_comp_record,valet_or_parking_delay,process,2,0.62,true,0.841,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.142,0.25,false,0.32,sample_seed_local_demand_context,0.593,false,770,810,0.951,162,1.109,0.92,sample_seed_public_rate_shape,0,false,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,3,44.34,0.064,0.337,0.385,233,false,1.0,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 91.22}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 73.7}]","{""fit_score"": 0.932, ""leakage_penalty"": 3.75, ""operational_penalty"": 0.0, ""perceived_value"": 97.75, ""policy_score"": 130.24}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 parking or destination-fee waiver for a returning guest with a severity 2 valet or parking delay reported before checkout. Estimated internal cost is $7-$30, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00387,case_00387,TKT000387,PMS000990,new_guest,wellness_getaway,1770,2630,1.0,0.95,no_review_or_survey,room_assignment_expectation_gap,outcome,4,0.79,false,0.649,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.066,0.251,false,0.32,sample_seed_local_demand_context,0.119,false,650,635,1.024,69,0.916,0.92,sample_seed_public_rate_shape,0.2,false,rooftop_f_and_b_credit,175,70,room_upgrade,room upgrade,360,90,29,234,185,4,66.13,0.363,0.605,0.63,248,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 113.56}, {""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 205, ""internal_cost_expected"": 123, ""internal_cost_high"": 174, ""internal_cost_low"": 62, ""policy_score"": 104.17}]","{""fit_score"": 0.963, ""leakage_penalty"": 36.0, ""operational_penalty"": 35.7, ""perceived_value"": 504.0, ""policy_score"": 468.86}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $360 room upgrade for a new guest with a severity 4 room assignment expectation gap reported after checkout. Estimated internal cost is $29-$234, not an observed property margin. Rationale: hotel responsible failure, high severity issue, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00388,case_00388,TKT000388,PMS000898,loyalty_guest,wellness_getaway,1120,5470,1.0,0.95,,f_and_b_service_lapse,process,2,0.7,true,0.573,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.155,0.273,false,0.32,sample_seed_local_demand_context,0.02,false,625,630,0.992,53,0.868,0.92,sample_seed_public_rate_shape,0.2,false,rooftop_f_and_b_credit,115,46,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,35,3,46.51,0.349,0.4,0.429,172,false,1.0,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 56.27}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 52.51}]","{""fit_score"": 1.05, ""leakage_penalty"": 24.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 178.92}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a loyalty guest with a severity 2 F&B service lapse reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $100 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00389,case_00389,TKT000389,PMS001073,vip_guest,wellness_getaway,680,4070,1.0,0.95,severity_inferred,billing_or_fee_dispute,process,2,0.55,true,0.99,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.7,0.056,0.53,false,0.32,sample_seed_local_demand_context,0.632,false,780,770,1.013,171,1.129,0.92,sample_seed_public_rate_shape,0.2,true,amenity_gesture,70,32,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,15,3,47.55,0.126,0.394,0.431,119,false,1.0,moderate,smp-public-context-v1.0.0,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 84.24}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 80.13}]","{""fit_score"": 0.683, ""leakage_penalty"": 6.0, ""operational_penalty"": 0.0, ""perceived_value"": 97.75, ""policy_score"": 105.6}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 parking or destination-fee waiver for a vip guest with a severity 2 billing or fee dispute reported before checkout. Estimated internal cost is $7-$30, not an observed property margin. Rationale: high guest relationship value, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00390,case_00390,TKT000390,PMS001075,loyalty_guest,event_or_wedding,3320,12990,1.0,0.95,no_review_or_survey;no_comp_record,f_and_b_service_lapse,process,2,0.7,true,0.464,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.159,0.228,false,0.32,sample_seed_local_demand_context,0.613,false,775,775,1.0,166,1.117,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,3,47.69,0.128,0.375,0.421,470,false,1.0,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 75.95}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 62.47}]","{""fit_score"": 1.05, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 189.38}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a loyalty guest with a severity 2 F&B service lapse reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00391,case_00391,TKT000391,PMS000810,new_guest,local_staycation,650,1340,1.0,0.95,no_review_or_survey;no_comp_record,rooftop_pool_access_issue,process,1,0.64,true,0.659,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.425,0.299,false,0.32,sample_seed_local_demand_context,0.573,false,765,685,1.117,158,1.13,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,2,32.84,1,0.272,0.297,50,false,1.0,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 51.03}, {""comp_code"": ""amenity_gesture"", ""comp_label"": ""in-room amenity gesture"", ""guest_facing_value"": 50, ""internal_cost_expected"": 22, ""internal_cost_high"": 32, ""internal_cost_low"": 12, ""policy_score"": 37.27}]","{""fit_score"": 1.026, ""leakage_penalty"": 13.5, ""operational_penalty"": 0.0, ""perceived_value"": 168.75, ""policy_score"": 151.12}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $135 Calabra or Palma dining credit for a new guest with a severity 1 rooftop pool access issue reported before checkout. Estimated internal cost is $34-$81, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $90 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00392,case_00392,TKT000392,PMS000642,event_or_suite_guest,event_or_wedding,2380,14510,1.0,0.95,no_comp_record,maintenance_issue,outcome,5,0.83,true,0.99,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.7,0.033,0.545,false,0.32,sample_seed_local_demand_context,1.0,true,895,885,1.011,268,1.283,0.92,sample_seed_public_rate_shape,0,false,,0,0,future_stay_credit,future-stay credit,415,249,124,353,415,5,77.56,0.361,0.737,0.754,689,true,0.963,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;manager_review_required,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 400, ""internal_cost_expected"": 220, ""internal_cost_high"": 300, ""internal_cost_low"": 120, ""policy_score"": 373.05}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 220, ""internal_cost_expected"": 88, ""internal_cost_high"": 132, ""internal_cost_low"": 55, ""policy_score"": 248.97}]","{""fit_score"": 0.76, ""leakage_penalty"": 62.25, ""operational_penalty"": 0.0, ""perceived_value"": 498.0, ""policy_score"": 386.15}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $415 future-stay credit for an event/suite guest with a severity 5 maintenance issue reported before checkout. Estimated internal cost is $124-$353, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, high severity issue, high review risk. Recommendation stability is 96%. The closest alternative was $400 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00393,case_00393,TKT000393,PMS001442,new_guest,wellness_getaway,1160,2088,1.0,0.95,ltv_imputed;no_review_or_survey;no_comp_record,housekeeping_miss,outcome,4,0.95,false,0.32,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.82,0.086,0.647,false,0.32,sample_seed_local_demand_context,0.553,true,760,820,0.927,153,1.092,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,4,69.19,0.402,0.616,0.65,179,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 155.75}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 120, ""internal_cost_expected"": 46, ""internal_cost_high"": 66, ""internal_cost_low"": 30, ""policy_score"": 133.7}]","{""fit_score"": 0.537, ""leakage_penalty"": 18.0, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 175.42}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a new guest with a severity 4 housekeeping miss reported after checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: hotel responsible failure, high severity issue, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $330 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00394,case_00394,TKT000394,PMS000865,returning_guest,coastal_weekend,2800,10780,1.0,0.95,no_review_or_survey,rooftop_pool_access_issue,process,3,0.64,false,0.826,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.166,0.438,false,0.32,sample_seed_local_demand_context,1.0,true,875,895,0.978,262,1.28,0.92,sample_seed_public_rate_shape,0.2,false,late_checkout,65,13,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,85,3,56.41,0.129,0.479,0.517,466,false,1.0,high,smp-public-context-v1.0.0,high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 148.63}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 147.32}]","{""fit_score"": 1.026, ""leakage_penalty"": 24.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 274.56}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a returning guest with a severity 3 rooftop pool access issue reported after checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $100 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00395,case_00395,TKT000395,PMS001382,new_guest,local_staycation,480,710,1.0,0.95,no_comp_record,billing_or_fee_dispute,process,2,0.55,false,0.638,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.176,0.243,false,0.32,sample_seed_local_demand_context,0.0,false,545,600,0.908,44,0.86,0.92,sample_seed_public_rate_shape,0,false,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,3,42.73,0.349,0.362,0.391,43,false,1.0,high,smp-public-context-v1.0.0,high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 90.21}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 83.08}]","{""fit_score"": 0.683, ""leakage_penalty"": 3.75, ""operational_penalty"": 0.0, ""perceived_value"": 97.75, ""policy_score"": 105.84}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 parking or destination-fee waiver for a new guest with a severity 2 billing or fee dispute reported after checkout. Estimated internal cost is $7-$30, not an observed property margin. Rationale: high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
