comparison_version,policy_id,policy_label,policy_strategy,selection_eligible,recovery_case_id,guest_tier,failure_category,severity,hotel_responsibility_score,reported_in_stay,occupancy_pressure,high_demand_rate_flag,high_local_demand_flag,reservation_match_confidence,crm_match_confidence,reference_recovery_need_score,reference_recovery_tier,recommendation_status,selected_comp_code,selected_comp_label,selected_guest_facing_value,internal_cost_low,internal_cost_mid,internal_cost_high,issue_fit_score,selected_min_tier_fit,selected_max_tier_fit,adequacy_evaluable,recovery_adequate,safe_recovery_path,high_risk_case,high_risk_under_recovery,operational_infeasible,operational_pressure_review,fit_uncertainty_review,property_aligned_gesture,direct_room_refund,manager_review_required,manager_review_evaluable,data_hold_case,data_hold_compliant,tier_five_review_compliant,evaluation_provenance
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00202,returning_guest,maintenance_issue,3,0.78,false,0.325,false,false,1.0,0.95,62.99,4,recommendation,partial_room_refund,partial room refund,150,150,150,150,0.8,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00202,returning_guest,maintenance_issue,3,0.78,false,0.325,false,false,1.0,0.95,62.99,4,recommendation,partial_room_refund,partial room refund,150,150,150,150,0.8,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00202,returning_guest,maintenance_issue,3,0.78,false,0.325,false,false,1.0,0.95,62.99,4,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,99,182,248,0.45,3,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00202,returning_guest,maintenance_issue,3,0.78,false,0.325,false,false,1.0,0.95,62.99,4,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,99,182,248,0.45,3,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00203,returning_guest,billing_or_fee_dispute,1,0.55,true,0.79,false,false,1.0,0.95,36.12,2,reference_action,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00203,returning_guest,billing_or_fee_dispute,1,0.55,true,0.79,false,false,1.0,0.95,36.12,2,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00203,returning_guest,billing_or_fee_dispute,1,0.55,true,0.79,false,false,1.0,0.95,36.12,2,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00203,returning_guest,billing_or_fee_dispute,1,0.55,true,0.79,false,false,1.0,0.95,36.12,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00203,returning_guest,billing_or_fee_dispute,1,0.55,true,0.79,false,false,1.0,0.95,36.12,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.66,2,4,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00204,new_guest,valet_or_parking_delay,1,0.62,false,0.541,true,false,1.0,0.95,34.6,2,reference_action,parking_fee_waiver,parking or destination-fee waiver,110,20,20,20,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00204,new_guest,valet_or_parking_delay,1,0.62,false,0.541,true,false,1.0,0.95,34.6,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00204,new_guest,valet_or_parking_delay,1,0.62,false,0.541,true,false,1.0,0.95,34.6,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00204,new_guest,valet_or_parking_delay,1,0.62,false,0.541,true,false,1.0,0.95,34.6,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00204,new_guest,valet_or_parking_delay,1,0.62,false,0.541,true,false,1.0,0.95,34.6,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00205,new_guest,billing_or_fee_dispute,1,0.55,true,0.944,true,false,1.0,0.95,31.89,2,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00205,new_guest,billing_or_fee_dispute,1,0.55,true,0.944,true,false,1.0,0.95,31.89,2,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00205,new_guest,billing_or_fee_dispute,1,0.55,true,0.944,true,false,1.0,0.95,31.89,2,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00205,new_guest,billing_or_fee_dispute,1,0.55,true,0.944,true,false,1.0,0.95,31.89,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00205,new_guest,billing_or_fee_dispute,1,0.55,true,0.944,true,false,1.0,0.95,31.89,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00206,loyalty_guest,room_assignment_expectation_gap,3,0.74,false,0.658,true,false,1.0,0.95,60.75,4,reference_action,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00206,loyalty_guest,room_assignment_expectation_gap,3,0.74,false,0.658,true,false,1.0,0.95,60.75,4,recommendation,partial_room_refund,partial room refund,155,155,155,155,0.75,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00206,loyalty_guest,room_assignment_expectation_gap,3,0.74,false,0.658,true,false,1.0,0.95,60.75,4,recommendation,partial_room_refund,partial room refund,155,155,155,155,0.75,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00206,loyalty_guest,room_assignment_expectation_gap,3,0.74,false,0.658,true,false,1.0,0.95,60.75,4,recommendation,future_stay_credit,future-stay credit,205,62,123,174,0.56,4,5,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00206,loyalty_guest,room_assignment_expectation_gap,3,0.74,false,0.658,true,false,1.0,0.95,60.75,4,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,45,72,108,0.45,2,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00207,loyalty_guest,valet_or_parking_delay,1,0.62,true,0.926,true,false,1.0,0.95,34.4,2,reference_action,amenity_gesture,in-room amenity gesture,55,25,25,25,0.7,1,3,true,true,true,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00207,loyalty_guest,valet_or_parking_delay,1,0.62,true,0.926,true,false,1.0,0.95,34.4,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00207,loyalty_guest,valet_or_parking_delay,1,0.62,true,0.926,true,false,1.0,0.95,34.4,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00207,loyalty_guest,valet_or_parking_delay,1,0.62,true,0.926,true,false,1.0,0.95,34.4,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00207,loyalty_guest,valet_or_parking_delay,1,0.62,true,0.926,true,false,1.0,0.95,34.4,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00208,new_guest,noise_disruption,2,0.48,true,0.859,true,false,1.0,0.95,43.79,3,reference_action,partial_room_refund,partial room refund,390,390,390,390,0.5,4,5,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00208,new_guest,noise_disruption,2,0.48,true,0.859,true,false,1.0,0.95,43.79,3,recommendation,late_checkout,late checkout,85,7,17,38,0.82,2,4,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00208,new_guest,noise_disruption,2,0.48,true,0.859,true,false,1.0,0.95,43.79,3,recommendation,late_checkout,late checkout,85,7,17,38,0.82,2,4,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00208,new_guest,noise_disruption,2,0.48,true,0.859,true,false,1.0,0.95,43.79,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.62,3,5,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00208,new_guest,noise_disruption,2,0.48,true,0.859,true,false,1.0,0.95,43.79,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.62,3,5,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00209,loyalty_guest,room_readiness_delay,2,0.88,false,0.32,false,false,0.78,0.95,55.91,3,reference_action,amenity_gesture,in-room amenity gesture,0,0,0,0,0.7,1,3,true,true,true,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00209,loyalty_guest,room_readiness_delay,2,0.88,false,0.32,false,false,0.78,0.95,55.91,3,recommendation,lobby_lounge_credit,Palma lounge credit,100,25,38,55,0.76,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00209,loyalty_guest,room_readiness_delay,2,0.88,false,0.32,false,false,0.78,0.95,55.91,3,recommendation,lobby_lounge_credit,Palma lounge credit,100,25,38,55,0.76,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00209,loyalty_guest,room_readiness_delay,2,0.88,false,0.32,false,false,0.78,0.95,55.91,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.72,2,5,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00209,loyalty_guest,room_readiness_delay,2,0.88,false,0.32,false,false,0.78,0.95,55.91,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.72,2,5,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00210,new_guest,f_and_b_service_lapse,1,0.7,false,0.746,false,false,1.0,0.95,38.36,2,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00210,new_guest,f_and_b_service_lapse,1,0.7,false,0.746,false,false,1.0,0.95,38.36,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00210,new_guest,f_and_b_service_lapse,1,0.7,false,0.746,false,false,1.0,0.95,38.36,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00210,new_guest,f_and_b_service_lapse,1,0.7,false,0.746,false,false,1.0,0.95,38.36,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00210,new_guest,f_and_b_service_lapse,1,0.7,false,0.746,false,false,1.0,0.95,38.36,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00211,returning_guest,room_assignment_expectation_gap,3,0.74,false,0.39,false,false,1.0,0.95,56.73,3,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00211,returning_guest,room_assignment_expectation_gap,3,0.74,false,0.39,false,false,1.0,0.95,56.73,3,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00211,returning_guest,room_assignment_expectation_gap,3,0.74,false,0.39,false,false,1.0,0.95,56.73,3,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00211,returning_guest,room_assignment_expectation_gap,3,0.74,false,0.39,false,false,1.0,0.95,56.73,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.25,3,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00211,returning_guest,room_assignment_expectation_gap,3,0.74,false,0.39,false,false,1.0,0.95,56.73,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00212,new_guest,billing_or_fee_dispute,2,0.55,true,0.469,false,false,1.0,0.95,40.47,2,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00212,new_guest,billing_or_fee_dispute,2,0.55,true,0.469,false,false,1.0,0.95,40.47,2,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00212,new_guest,billing_or_fee_dispute,2,0.55,true,0.469,false,false,1.0,0.95,40.47,2,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00212,new_guest,billing_or_fee_dispute,2,0.55,true,0.469,false,false,1.0,0.95,40.47,2,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,34,54,81,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00212,new_guest,billing_or_fee_dispute,2,0.55,true,0.469,false,false,1.0,0.95,40.47,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.66,2,4,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00213,new_guest,room_assignment_expectation_gap,3,0.74,true,0.65,true,false,1.0,0.95,54.7,3,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00213,new_guest,room_assignment_expectation_gap,3,0.74,true,0.65,true,false,1.0,0.95,54.7,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00213,new_guest,room_assignment_expectation_gap,3,0.74,true,0.65,true,false,1.0,0.95,54.7,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00213,new_guest,room_assignment_expectation_gap,3,0.74,true,0.65,true,false,1.0,0.95,54.7,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00213,new_guest,room_assignment_expectation_gap,3,0.74,true,0.65,true,false,1.0,0.95,54.7,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00214,new_guest,room_readiness_delay,5,0.93,true,0.912,true,false,1.0,0.95,74.96,4,reference_action,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,72,72,0.72,2,5,true,true,true,true,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00214,new_guest,room_readiness_delay,5,0.93,true,0.912,true,false,1.0,0.95,74.96,4,recommendation,late_checkout,late checkout,100,8,20,45,0.9,2,4,true,true,true,true,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00214,new_guest,room_readiness_delay,5,0.93,true,0.912,true,false,1.0,0.95,74.96,4,recommendation,late_checkout,late checkout,100,8,20,45,0.9,2,4,true,true,true,true,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00214,new_guest,room_readiness_delay,5,0.93,true,0.912,true,false,1.0,0.95,74.96,4,recommendation,room_upgrade,room upgrade,360,29,90,234,0.48,3,5,true,false,true,true,false,false,true,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00214,new_guest,room_readiness_delay,5,0.93,true,0.912,true,false,1.0,0.95,74.96,4,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,45,72,108,0.72,2,5,true,true,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00215,loyalty_guest,housekeeping_miss,4,0.95,false,0.479,true,true,1.0,0.95,73.67,4,reference_action,late_checkout,late checkout,65,13,13,13,0.5,2,4,true,false,false,true,true,true,true,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00215,loyalty_guest,housekeeping_miss,4,0.95,false,0.479,true,true,1.0,0.95,73.67,4,recommendation,amenity_gesture,in-room amenity gesture,65,16,29,42,0.8,1,3,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00215,loyalty_guest,housekeeping_miss,4,0.95,false,0.479,true,true,1.0,0.95,73.67,4,recommendation,partial_room_refund,partial room refund,175,175,175,175,0.78,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00215,loyalty_guest,housekeeping_miss,4,0.95,false,0.479,true,true,1.0,0.95,73.67,4,recommendation,future_stay_credit,future-stay credit,240,72,144,204,0.56,4,5,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00215,loyalty_guest,housekeeping_miss,4,0.95,false,0.479,true,true,1.0,0.95,73.67,4,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,45,72,108,0.45,2,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00216,new_guest,room_readiness_delay,5,0.93,true,0.933,true,false,1.0,0.95,77.72,5,reference_action,partial_room_refund,partial room refund,505,505,505,505,0.82,4,5,true,true,true,true,false,false,false,false,false,true,false,false,false,true,false,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00216,new_guest,room_readiness_delay,5,0.93,true,0.933,true,false,1.0,0.95,77.72,5,recommendation,late_checkout,late checkout,125,10,25,56,0.9,2,4,true,false,true,true,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00216,new_guest,room_readiness_delay,5,0.93,true,0.933,true,false,1.0,0.95,77.72,5,recommendation,partial_room_refund,partial room refund,245,245,245,245,0.82,4,5,true,true,true,true,false,false,false,false,false,true,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00216,new_guest,room_readiness_delay,5,0.93,true,0.933,true,false,1.0,0.95,77.72,5,recommendation,room_upgrade,room upgrade,435,35,109,283,0.48,3,5,true,false,true,true,false,false,true,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00216,new_guest,room_readiness_delay,5,0.93,true,0.933,true,false,1.0,0.95,77.72,5,recommendation,partial_room_refund,partial room refund,245,245,245,245,0.82,4,5,true,true,true,true,false,false,false,false,false,true,true,true,false,true,true,synthetic_case_policy_assumption
