audit_id,recovery_case_id,service_ticket_id,pms_reservation_id,audit_class,audit_flags,recommended_action,guest_tier,traveler_segment,failure_category,severity,recovery_need_score,review_risk_score,stay_value,estimated_lifetime_value,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,rate_context_confidence,pricing_provenance,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,recommended_comp_code,recommended_comp_label,recommended_comp_value,recommended_internal_cost,recommended_internal_cost_low,recommended_internal_cost_high,recommended_minus_actual_value,internal_cost_delta,manager_review_flag,decision_confidence,recommendation_stability,policy_id,policy_version,reservation_match_confidence,crm_match_confidence,data_quality_flags,recommendation_reason_codes
audit_00204,case_00204,TKT000204,PMS001414,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,valet_or_parking_delay,1,34.6,0.219,1280,2620,0.949,true,860,815,0.92,sample_seed_public_rate_shape,parking_fee_waiver,110,20,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,25,34,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00205,case_00205,TKT000205,PMS000785,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,event_or_wedding,billing_or_fee_dispute,1,31.89,0.266,1980,2490,1.0,true,945,915,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00206,case_00206,TKT000206,PMS000627,under_recovered,severity_inferred,Review upward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,design_leisure,room_assignment_expectation_gap,3,60.75,0.501,1180,4150,1.0,true,925,875,0.92,sample_seed_public_rate_shape,manager_note,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00207,case_00207,TKT000207,PMS000193,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,design_leisure,valet_or_parking_delay,1,34.4,0.219,1440,6920,0.751,true,810,805,0.92,sample_seed_public_rate_shape,amenity_gesture,55,25,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,80,29,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00208,case_00208,TKT000208,PMS000353,over_comped,severity_inferred,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,wellness_getaway,noise_disruption,2,43.79,0.51,700,1470,1.0,true,960,890,0.92,sample_seed_public_rate_shape,partial_room_refund,390,390,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,-115,-239,false,moderate,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00209,case_00209,TKT000209,PMS000478,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,design_leisure,room_readiness_delay,2,55.91,0.447,2600,12460,0.099,false,645,630,0.92,sample_seed_public_rate_shape,amenity_gesture,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,,high_guest_relationship_value;hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00210,case_00210,TKT000210,PMS000359,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,f_and_b_service_lapse,1,38.36,0.256,4410,5480,0.296,false,695,670,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00211,case_00211,TKT000211,PMS000548,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,local_staycation,room_assignment_expectation_gap,3,56.73,0.486,1020,3530,0.257,false,685,670,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00212,case_00212,TKT000212,PMS000980,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,billing_or_fee_dispute,2,40.47,0.386,1950,3850,0.652,false,785,785,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,75,14,6,26,75,14,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00213,case_00213,TKT000213,PMS001427,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,room_assignment_expectation_gap,3,54.7,0.501,2720,4640,0.751,true,810,760,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00214,case_00214,TKT000214,PMS000450,aligned_recovery,high_review_risk;high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,room_readiness_delay,5,74.96,0.726,790,1390,0.771,true,815,785,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,180,72,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,0,0,false,high,0.815,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00215,case_00215,TKT000215,PMS000702,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,coastal_weekend,housekeeping_miss,4,73.67,0.616,680,2710,0.988,true,870,870,0.92,sample_seed_public_rate_shape,late_checkout,65,13,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,115,59,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00216,case_00216,TKT000216,PMS001481,manager_review_required,manager_review_model_flag;high_review_risk;high_severity,"Route to manager because severity, guest value, spend, or policy variance is high.",new_guest,business_traveler,room_readiness_delay,5,77.72,0.751,3600,6480,0.889,true,845,865,0.92,sample_seed_public_rate_shape,partial_room_refund,505,505,partial_room_refund,partial room refund,245,245,245,245,-260,-260,true,moderate,0.852,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed,hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;manager_review_required;operational_pressure_changed_recovery
audit_00217,case_00217,TKT000217,PMS000953,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,event_or_wedding,maintenance_issue,2,50.33,0.401,3220,13990,0.0,false,605,710,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00218,case_00218,TKT000218,PMS000228,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,spa_wellness_service_issue,3,55.37,0.49,3540,7280,0.099,false,645,650,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00219,case_00219,TKT000219,PMS000580,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,wellness_getaway,valet_or_parking_delay,3,48.06,0.383,1180,2160,0.0,false,620,655,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00220,case_00220,TKT000220,PMS000657,data_quality_hold,severity_inferred;no_historical_comp_record;manager_review_model_flag;low_decision_confidence;unstable_policy_recommendation,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,room_readiness_delay,3,58.4,0.487,3950,5330,0.455,false,735,710,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,275,165,82,234,275,165,true,low,0.593,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;manager_review_required;operational_pressure_changed_recovery
audit_00221,case_00221,TKT000221,PMS001275,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,valet_or_parking_delay,2,42.78,0.319,1340,2190,0.0,false,615,605,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_perceived_value_lower_estimated_cost
audit_00222,case_00222,TKT000222,PMS001108,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,design_leisure,room_assignment_expectation_gap,3,56.29,0.438,3990,7480,1.0,true,900,930,0.92,sample_seed_public_rate_shape,manager_note,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00223,case_00223,TKT000223,PMS001363,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,noise_disruption,2,49.57,0.381,5530,23830,0.771,true,815,740,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,severity_inferred;no_review_or_survey;no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00224,case_00224,TKT000224,PMS000425,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,maintenance_issue,5,71.05,0.649,560,1100,0.613,false,775,780,0.92,sample_seed_public_rate_shape,partial_room_refund,430,430,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,-100,-248,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00225,case_00225,TKT000225,PMS000901,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,room_readiness_delay,2,46.51,0.335,1320,4830,0.731,true,805,795,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00226,case_00226,TKT000226,PMS000861,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,event_or_wedding,noise_disruption,2,39.38,0.381,1200,2370,0.573,true,765,820,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00227,case_00227,TKT000227,PMS000798,data_quality_hold,no_historical_comp_record;manager_review_model_flag;high_review_risk;high_severity,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,wellness_getaway,housekeeping_miss,5,84.03,0.72,4340,24010,0.791,true,820,830,0.92,sample_seed_public_rate_shape,,0,0,partial_room_refund,partial room refund,210,210,210,210,210,210,true,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;high_review_risk;manager_review_required
audit_00228,case_00228,TKT000228,PMS001551,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,wellness_getaway,room_assignment_expectation_gap,3,60.49,0.526,4900,24410,0.632,false,780,780,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00229,case_00229,TKT000229,PMS001270,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,billing_or_fee_dispute,2,44.05,0.37,3200,3870,0.277,false,690,695,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,severity_inferred;no_review_or_survey;no_comp_record,high_perceived_value_lower_estimated_cost
audit_00230,case_00230,TKT000230,PMS001590,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,design_leisure,room_readiness_delay,3,58.92,0.518,790,4520,0.593,false,770,705,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,115,44,late_checkout,late checkout,100,20,8,45,-15,-24,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;operational_pressure_changed_recovery
audit_00231,case_00231,TKT000231,PMS000864,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,room_assignment_expectation_gap,4,64.45,0.605,730,1314,1.0,true,885,830,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00232,case_00232,TKT000232,PMS000407,under_recovered,severity_inferred,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,business_traveler,maintenance_issue,3,57.53,0.504,5160,9740,1.0,true,875,895,0.92,sample_seed_public_rate_shape,late_checkout,80,16,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,195,135,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00233,case_00233,TKT000233,PMS000348,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,valet_or_parking_delay,3,50.37,0.455,2000,4310,0.731,true,805,815,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00234,case_00234,TKT000234,PMS000824,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,coastal_weekend,valet_or_parking_delay,2,46.09,0.337,1640,3410,0.455,false,735,765,0.92,sample_seed_public_rate_shape,parking_fee_waiver,80,14,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,5,1,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_perceived_value_lower_estimated_cost
audit_00235,case_00235,TKT000235,PMS001534,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,local_staycation,room_readiness_delay,4,69.77,0.622,730,2710,0.277,false,690,695,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,145,58,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,35,14,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00236,case_00236,TKT000236,PMS001013,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,event_or_suite_guest,wellness_getaway,spa_wellness_service_issue,4,69.32,0.467,2790,22890,0.158,false,660,695,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,145,55,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,185,127,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00237,case_00237,TKT000237,PMS000023,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,family_beach_trip,noise_disruption,1,31.08,0.277,1960,3528,0.296,false,695,765,0.92,sample_seed_public_rate_shape,amenity_gesture,55,25,late_checkout,late checkout,75,15,6,34,20,-10,false,moderate,0.926,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,ltv_imputed;no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00238,case_00238,TKT000238,PMS001178,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,noise_disruption,3,48.22,0.485,1300,1640,0.573,false,765,745,0.92,sample_seed_public_rate_shape,late_checkout,70,14,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,205,137,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00239,case_00239,TKT000239,PMS001214,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,returning_guest,design_leisure,room_readiness_delay,4,68.59,0.551,3000,11870,0.277,false,690,725,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00240,case_00240,TKT000240,PMS001519,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,billing_or_fee_dispute,3,50.85,0.473,500,830,0.652,false,785,785,0.92,sample_seed_public_rate_shape,parking_fee_waiver,70,13,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,15,2,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_perceived_value_lower_estimated_cost
audit_00241,case_00241,TKT000241,PMS000200,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,maintenance_issue,5,72.72,0.649,2040,3820,0.296,false,695,710,0.92,sample_seed_public_rate_shape,partial_room_refund,360,360,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,-30,-178,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00242,case_00242,TKT000242,PMS000191,over_comped,severity_inferred,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,business_traveler,spa_wellness_service_issue,3,55.31,0.49,4320,6390,0.277,false,690,605,0.92,sample_seed_public_rate_shape,partial_room_refund,435,435,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,-160,-284,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00243,case_00243,TKT000243,PMS000972,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,coastal_weekend,room_readiness_delay,4,67.6,0.575,2400,9430,0.573,false,765,710,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,125,50,room_upgrade,room upgrade,360,90,29,234,235,40,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00244,case_00244,TKT000244,PMS000554,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,business_traveler,rooftop_pool_access_issue,5,73.84,0.686,2320,4680,0.138,false,655,650,0.92,sample_seed_public_rate_shape,partial_room_refund,490,490,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-310,-418,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00245,case_00245,TKT000245,PMS000245,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,wellness_getaway,room_readiness_delay,3,56.85,0.518,1300,1820,0.099,false,645,630,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,300,75,24,195,300,75,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00246,case_00246,TKT000246,PMS001410,data_quality_hold,no_historical_comp_record;high_review_risk;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,room_assignment_expectation_gap,5,71.68,0.709,510,1100,0.079,false,640,640,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00247,case_00247,TKT000247,PMS000547,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,housekeeping_miss,3,57.0,0.513,960,1460,0.692,false,795,740,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00248,case_00248,TKT000248,PMS001452,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,business_traveler,maintenance_issue,2,52.11,0.473,1340,4220,0.198,false,670,720,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00249,case_00249,TKT000249,PMS000772,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,maintenance_issue,1,37.64,0.297,710,2860,0.711,false,800,765,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00250,case_00250,TKT000250,PMS000159,over_comped,high_severity,Review downward variance between the matched synthetic action and context-engine recommendation.,vip_guest,coastal_weekend,spa_wellness_service_issue,4,70.3,0.491,5550,41950,1.0,true,895,890,0.92,sample_seed_public_rate_shape,partial_room_refund,430,430,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,-100,-248,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00251,case_00251,TKT000251,PMS001142,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,event_or_wedding,spa_wellness_service_issue,2,46.86,0.419,2370,6670,0.059,false,635,565,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00252,case_00252,TKT000252,PMS000605,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,f_and_b_service_lapse,2,44.58,0.375,570,970,0.0,false,530,625,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00253,case_00253,TKT000253,PMS000844,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,event_or_wedding,billing_or_fee_dispute,5,72.68,0.586,2220,13050,0.415,false,725,765,0.92,sample_seed_public_rate_shape,partial_room_refund,410,410,future_stay_credit,future-stay credit,260,156,78,221,-150,-254,false,high,0.852,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;high_severity_issue
audit_00254,case_00254,TKT000254,PMS001449,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,valet_or_parking_delay,3,53.36,0.474,2200,4200,0.988,true,870,870,0.92,sample_seed_public_rate_shape,parking_fee_waiver,65,12,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,85,48,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
