sample_row_id,source_row_number,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,stay_nights,room_type_mismatch
booking_sample_0238,29174,Resort Hotel,0,132,2016,October,43,16,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,93,0,0,Check-Out,2016-10-23,7,false
booking_sample_0239,29332,Resort Hotel,0,32,2016,October,44,24,1,1,2,0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,6,NULL,0,Transient,40,0,1,Check-Out,2016-10-26,2,true
booking_sample_0240,29384,Resort Hotel,0,98,2016,October,43,20,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,I,0,No Deposit,241,NULL,0,Transient,0,0,1,Check-Out,2016-10-27,7,true
booking_sample_0241,29500,Resort Hotel,0,87,2016,October,44,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,NULL,0,Transient,70,0,0,Check-Out,2016-10-30,7,false
booking_sample_0242,29807,Resort Hotel,0,17,2016,November,45,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient-Party,72,0,0,Check-Out,2016-11-06,1,false
booking_sample_0243,29907,Resort Hotel,0,48,2016,November,45,5,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,36.04,0,1,Check-Out,2016-11-09,4,false
booking_sample_0244,29940,Resort Hotel,0,22,2016,November,45,1,2,7,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,88.8,1,2,Check-Out,2016-11-10,9,false
booking_sample_0245,29992,Resort Hotel,0,12,2016,November,46,8,0,4,1,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,38.11,0,1,Check-Out,2016-11-12,4,false
booking_sample_0246,30069,Resort Hotel,0,73,2016,November,46,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,37.8,0,1,Check-Out,2016-11-13,1,true
booking_sample_0247,30113,Resort Hotel,0,104,2016,November,46,8,2,5,2,0,1,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,37.8,0,2,Check-Out,2016-11-15,7,false
booking_sample_0248,30209,Resort Hotel,0,3,2016,November,47,14,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,NULL,83,0,Transient,30,0,0,Check-Out,2016-11-17,3,true
booking_sample_0249,30625,Resort Hotel,0,3,2016,November,49,28,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,118,0,Transient,30,0,0,Check-Out,2016-11-29,1,true
booking_sample_0250,30652,Resort Hotel,0,0,2016,November,49,29,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient-Party,43,0,0,Check-Out,2016-11-30,1,true
booking_sample_0251,30662,Resort Hotel,0,30,2016,November,48,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,NULL,0,Transient,45,0,0,Check-Out,2016-11-30,7,false
booking_sample_0252,30753,Resort Hotel,0,0,2016,December,49,2,0,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,58,1,0,Check-Out,2016-12-04,2,false
booking_sample_0253,30762,Resort Hotel,0,128,2016,December,49,3,0,1,1,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,64,0,1,Check-Out,2016-12-04,1,false
booking_sample_0254,30808,Resort Hotel,0,1,2016,December,49,3,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient,66,1,0,Check-Out,2016-12-04,1,true
booking_sample_0255,30931,Resort Hotel,0,10,2016,December,51,12,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,146,NULL,0,Transient,32,0,0,Check-Out,2016-12-17,5,false
booking_sample_0256,31087,Resort Hotel,0,0,2016,December,51,14,0,0,1,0,0,BB,NULL,Corporate,Corporate,1,0,0,A,A,0,No Deposit,NULL,178,0,Transient,0,0,0,Check-Out,2016-12-14,0,false
booking_sample_0257,31108,Resort Hotel,0,2,2016,December,51,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,355,0,Transient,30,0,0,Check-Out,2016-12-15,1,true
booking_sample_0258,31286,Resort Hotel,0,17,2016,December,50,8,4,10,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,464,NULL,0,Transient,66,0,0,Check-Out,2016-12-22,14,true
booking_sample_0259,31432,Resort Hotel,0,191,2016,December,52,23,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient-Party,39.8,0,2,Check-Out,2016-12-29,6,true
booking_sample_0260,31489,Resort Hotel,0,17,2016,December,53,26,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,154,0,Transient,27,0,0,Check-Out,2016-12-30,4,true
booking_sample_0261,31595,Resort Hotel,0,31,2016,December,53,30,0,2,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,305,0,1,Check-Out,2017-01-01,2,false
booking_sample_0262,31663,Resort Hotel,0,78,2016,December,53,31,2,1,3,1,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,326.33,1,1,Check-Out,2017-01-03,3,false
booking_sample_0263,31781,Resort Hotel,0,43,2017,January,1,5,0,1,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,52.66,0,1,Check-Out,2017-01-06,1,false
booking_sample_0264,31789,Resort Hotel,0,0,2017,January,5,30,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,270,0,Transient,35,0,0,Check-Out,2017-02-01,2,false
booking_sample_0265,32001,Resort Hotel,0,12,2017,January,2,12,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient-Party,48,0,2,Check-Out,2017-01-14,2,true
booking_sample_0266,32026,Resort Hotel,0,4,2017,January,2,14,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,168,NULL,0,Transient-Party,100,0,1,Check-Out,2017-01-15,1,true
booking_sample_0267,32074,Resort Hotel,0,3,2017,January,2,13,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,79.33,1,2,Check-Out,2017-01-16,3,false
booking_sample_0268,32213,Resort Hotel,0,40,2017,January,3,16,1,2,1,0,0,Undefined,IDN,Groups,Direct,0,0,0,A,D,2,No Deposit,NULL,NULL,0,Transient-Party,55,0,0,Check-Out,2017-01-19,3,true
booking_sample_0269,32312,Resort Hotel,0,15,2017,January,3,20,0,2,2,0,0,FB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314,NULL,0,Transient,88.4,0,0,Check-Out,2017-01-22,2,false
booking_sample_0270,32544,Resort Hotel,0,2,2017,January,4,27,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,261,NULL,0,Transient,41,1,1,Check-Out,2017-01-29,2,true
booking_sample_0271,32591,Resort Hotel,0,1,2017,February,5,3,13,32,1,0,0,BB,GBR,Direct,Direct,1,0,1,A,D,2,No Deposit,NULL,NULL,0,Transient,42.11,0,3,Check-Out,2017-03-20,45,true
booking_sample_0272,32698,Resort Hotel,0,5,2017,January,5,30,1,2,2,2,0,BB,MAR,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,92,1,0,Check-Out,2017-02-02,3,false
booking_sample_0273,32704,Resort Hotel,0,8,2017,February,5,1,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient-Party,48,0,1,Check-Out,2017-02-02,1,true
booking_sample_0274,32924,Resort Hotel,0,7,2017,February,6,9,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient-Party,43,0,2,Check-Out,2017-02-10,1,true
booking_sample_0275,33334,Resort Hotel,0,31,2017,February,8,19,1,0,2,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,240,NULL,0,Transient-Party,50,1,2,Check-Out,2017-02-20,1,true
booking_sample_0276,33369,Resort Hotel,0,35,2017,February,7,14,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436,NULL,0,Transient,35.71,0,0,Check-Out,2017-02-21,7,false
booking_sample_0277,33487,Resort Hotel,0,22,2017,February,8,23,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,60,0,0,Check-Out,2017-02-25,2,false
booking_sample_0278,33518,Resort Hotel,0,2,2017,February,8,23,0,2,1,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,68,NULL,0,Transient,46,0,0,Check-Out,2017-02-25,2,true
booking_sample_0279,33708,Resort Hotel,0,0,2017,February,9,28,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,48,0,1,Check-Out,2017-03-01,1,false
booking_sample_0280,33863,Resort Hotel,0,6,2017,March,9,1,1,4,1,0,0,BB,NLD,Groups,Corporate,0,0,0,A,A,2,No Deposit,NULL,223,0,Transient-Party,29,0,0,Check-Out,2017-03-06,5,false
booking_sample_0281,33882,Resort Hotel,0,7,2017,March,9,2,1,3,2,0,0,BB,BEL,Groups,Corporate,0,0,0,A,C,0,No Deposit,NULL,223,0,Transient-Party,37,0,0,Check-Out,2017-03-06,4,true
booking_sample_0282,33987,Resort Hotel,0,6,2017,March,10,6,1,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,45,0,0,Check-Out,2017-03-10,4,false
booking_sample_0283,34026,Resort Hotel,0,126,2017,March,10,7,0,4,2,0,0,HB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,107,Transient-Party,75,1,0,Check-Out,2017-03-11,4,false
booking_sample_0284,34036,Resort Hotel,0,29,2017,March,10,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,NULL,0,Transient,110,0,1,Check-Out,2017-03-11,3,false
booking_sample_0285,34178,Resort Hotel,0,97,2017,March,11,13,1,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,85,0,0,Check-Out,2017-03-15,2,false
booking_sample_0286,34295,Resort Hotel,0,26,2017,March,11,14,0,5,2,0,0,HB,DEU,Direct,Direct,0,0,0,E,G,0,No Deposit,NULL,NULL,0,Transient-Party,105,0,1,Check-Out,2017-03-19,5,true
booking_sample_0287,34296,Resort Hotel,0,144,2017,March,10,5,4,10,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,40,NULL,0,Transient,51.76,0,2,Check-Out,2017-03-19,14,false
booking_sample_0288,34333,Resort Hotel,0,0,2017,March,12,20,1,0,1,0,0,BB,PRT,Direct,Direct,1,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,70,0,0,Check-Out,2017-03-21,1,true
booking_sample_0289,34483,Resort Hotel,0,43,2017,March,12,25,0,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient-Party,153,1,0,Check-Out,2017-03-26,1,false
booking_sample_0290,34495,Resort Hotel,0,31,2017,March,12,20,2,5,2,0,0,BB,SVK,Groups,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient-Party,75,0,0,Check-Out,2017-03-27,7,false
booking_sample_0291,34779,Resort Hotel,0,19,2017,March,13,29,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75,NULL,0,Transient,49,1,0,Check-Out,2017-04-05,7,false
booking_sample_0292,34808,Resort Hotel,0,0,2017,April,14,3,1,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,102,1,0,Check-Out,2017-04-05,2,false
booking_sample_0293,35022,Resort Hotel,0,0,2017,April,15,9,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,90,0,1,Check-Out,2017-04-11,2,false
booking_sample_0294,35059,Resort Hotel,0,14,2017,April,15,11,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,100,0,1,Check-Out,2017-04-12,1,false
booking_sample_0295,35098,Resort Hotel,0,40,2017,April,15,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,526,NULL,0,Transient,75.6,0,2,Check-Out,2017-04-13,3,true
booking_sample_0296,35223,Resort Hotel,0,124,2017,April,15,9,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,493,NULL,0,Contract,80,0,0,Check-Out,2017-04-16,7,false
booking_sample_0297,35294,Resort Hotel,0,17,2017,April,15,11,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,68.95,0,0,Check-Out,2017-04-18,7,false
booking_sample_0298,35477,Resort Hotel,0,84,2017,April,16,18,1,5,1,0,0,BB,USA,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient-Party,114.6,0,0,Check-Out,2017-04-24,6,false
booking_sample_0299,35509,Resort Hotel,0,1,2017,April,17,24,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,106,0,1,Check-Out,2017-04-25,1,false
booking_sample_0300,35698,Resort Hotel,0,253,2017,April,17,23,2,5,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,E,2,No Deposit,273,NULL,0,Transient-Party,69.37,0,0,Check-Out,2017-04-30,7,true
booking_sample_0301,35750,Resort Hotel,0,6,2017,April,17,27,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,106,0,0,Check-Out,2017-05-01,4,false
booking_sample_0302,35845,Resort Hotel,0,16,2017,April,18,30,2,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,111.78,0,3,Check-Out,2017-05-03,3,false
booking_sample_0303,35865,Resort Hotel,0,131,2017,April,17,28,2,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,152.33,1,2,Check-Out,2017-05-04,6,false
booking_sample_0304,36800,Resort Hotel,0,39,2017,May,21,26,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,111,1,1,Check-Out,2017-05-29,3,false
booking_sample_0305,36813,Resort Hotel,0,319,2017,May,20,20,4,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,54,0,2,Check-Out,2017-05-30,10,false
booking_sample_0306,36888,Resort Hotel,0,1,2017,May,22,31,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,195,0,Transient,75,0,0,Check-Out,2017-06-01,1,false
booking_sample_0307,36953,Resort Hotel,0,5,2017,May,22,30,0,4,3,1,0,BB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,144,0,0,Check-Out,2017-06-03,4,false
booking_sample_0308,36993,Resort Hotel,0,29,2017,June,22,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient-Party,120,0,1,Check-Out,2017-06-03,1,true
booking_sample_0309,37180,Resort Hotel,0,319,2017,June,22,3,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,4,No Deposit,250,NULL,0,Transient,74.25,0,0,Check-Out,2017-06-10,7,false
booking_sample_0310,37299,Resort Hotel,0,21,2017,June,23,8,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,140,0,2,Check-Out,2017-06-13,5,false
booking_sample_0311,37470,Resort Hotel,0,348,2017,June,23,5,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,86.7,0,2,Check-Out,2017-06-19,14,false
booking_sample_0312,37906,Resort Hotel,0,171,2017,June,26,30,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,240,NULL,0,Transient,130,0,1,Check-Out,2017-07-02,2,true
booking_sample_0313,38054,Resort Hotel,0,177,2017,July,26,1,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,131.25,0,1,Check-Out,2017-07-08,7,false
booking_sample_0314,38064,Resort Hotel,0,164,2017,July,27,4,0,5,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,133.04,0,1,Check-Out,2017-07-09,5,false
booking_sample_0315,38140,Resort Hotel,0,24,2017,July,27,8,1,1,2,0,0,BB,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,160,0,1,Check-Out,2017-07-10,2,false
booking_sample_0316,38176,Resort Hotel,0,130,2017,July,28,9,2,0,2,0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient-Party,160,0,1,Check-Out,2017-07-11,2,false
booking_sample_0317,38231,Resort Hotel,0,0,2017,July,28,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,135,0,1,Check-Out,2017-07-12,1,false
booking_sample_0318,38431,Resort Hotel,0,114,2017,July,28,11,2,5,3,0,0,BB,BEL,Direct,Direct,0,0,0,E,F,0,No Deposit,250,NULL,0,Transient,211.5,0,1,Check-Out,2017-07-18,7,true
booking_sample_0319,38479,Resort Hotel,0,0,2017,July,29,18,0,1,2,0,0,HB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,92,0,1,Check-Out,2017-07-19,1,false
booking_sample_0320,38503,Resort Hotel,0,158,2017,July,29,16,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,118,0,0,Check-Out,2017-07-20,4,false
booking_sample_0321,38596,Resort Hotel,0,9,2017,July,29,21,0,2,2,2,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,256.5,1,0,Check-Out,2017-07-23,2,false
booking_sample_0322,38642,Resort Hotel,0,13,2017,July,30,24,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,20,0,Transient,135,0,0,Check-Out,2017-07-25,1,true
booking_sample_0323,38836,Resort Hotel,0,18,2017,July,30,28,1,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,H,0,No Deposit,250,NULL,0,Transient,214,1,1,Check-Out,2017-07-31,3,true
booking_sample_0324,39167,Resort Hotel,0,122,2017,August,31,3,2,5,2,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,165,0,0,Check-Out,2017-08-10,7,false
booking_sample_0325,39302,Resort Hotel,0,43,2017,August,32,7,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,270,0,2,Check-Out,2017-08-14,7,false
booking_sample_0326,39450,Resort Hotel,0,189,2017,August,32,12,2,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,4,No Deposit,250,NULL,0,Transient,238,0,3,Check-Out,2017-08-18,6,false
booking_sample_0327,39536,Resort Hotel,0,194,2017,August,33,14,2,5,3,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,222.39,0,0,Check-Out,2017-08-21,7,false
booking_sample_0328,39816,Resort Hotel,0,204,2017,August,34,26,2,1,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,168.6,0,2,Check-Out,2017-08-29,3,false
booking_sample_0329,39978,Resort Hotel,0,193,2017,August,35,28,1,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,250,NULL,0,Transient,205.7,1,2,Check-Out,2017-09-03,6,true
booking_sample_0330,40054,Resort Hotel,0,207,2017,August,34,26,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143,NULL,0,Transient,131.7,0,2,Check-Out,2017-09-09,14,false
booking_sample_0331,40075,City Hotel,0,4,2015,July,27,3,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,63,0,0,Check-Out,2015-07-05,2,false
booking_sample_0332,40614,City Hotel,0,28,2015,August,32,3,1,3,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,2015-08-07,4,false
booking_sample_0333,40628,City Hotel,1,28,2015,August,32,3,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-31,4,false
booking_sample_0334,40812,City Hotel,1,125,2015,August,32,7,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,76.5,0,1,Canceled,2015-04-06,4,false
booking_sample_0335,41117,City Hotel,1,4,2015,August,33,12,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88,0,1,Canceled,2015-08-08,2,false
booking_sample_0336,41236,City Hotel,0,39,2015,August,33,14,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,2015-08-16,2,false
booking_sample_0337,41368,City Hotel,0,40,2015,August,33,15,2,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,2015-08-19,4,false
booking_sample_0338,41380,City Hotel,0,40,2015,August,33,15,2,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,2015-08-19,4,false
booking_sample_0339,41590,City Hotel,0,10,2015,August,34,18,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,81,0,2,Check-Out,2015-08-21,3,false
booking_sample_0340,41622,City Hotel,0,0,2015,August,34,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,124,0,0,Check-Out,2015-08-20,1,false
booking_sample_0341,41679,City Hotel,0,11,2015,August,34,21,1,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,90,0,0,Check-Out,2015-08-24,3,false
booking_sample_0342,41714,City Hotel,0,12,2015,August,34,22,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,81,0,0,Check-Out,2015-08-23,1,false
booking_sample_0343,41851,City Hotel,1,50,2015,August,35,25,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-08-06,4,false
booking_sample_0344,42190,City Hotel,0,23,2015,September,36,2,0,2,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,96,0,2,Check-Out,2015-09-04,2,false
booking_sample_0345,42338,City Hotel,1,0,2015,September,36,5,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133,0,1,No-Show,2015-09-05,1,false
booking_sample_0346,42393,City Hotel,0,16,2015,September,36,5,2,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Contract,165,0,3,Check-Out,2015-09-08,3,false
booking_sample_0347,42513,City Hotel,0,55,2015,September,37,6,2,0,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1,NULL,0,Transient-Party,0,0,0,Check-Out,2015-09-08,2,true
booking_sample_0348,42625,City Hotel,0,0,2015,September,37,8,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,142.67,0,1,Check-Out,2015-09-11,3,false
booking_sample_0349,42705,City Hotel,1,86,2015,September,37,9,0,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,68,0,Transient-Party,100,0,0,Canceled,2015-09-08,2,true
booking_sample_0350,42738,City Hotel,0,86,2015,September,37,9,0,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,68,0,Transient-Party,100,0,0,Check-Out,2015-09-11,2,false
booking_sample_0351,42934,City Hotel,0,48,2015,September,37,11,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,39,NULL,48,Transient-Party,104,0,0,Check-Out,2015-09-12,1,true
booking_sample_0352,43095,City Hotel,1,12,2015,September,38,14,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,No-Show,2015-09-14,4,false
booking_sample_0353,43363,City Hotel,0,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,2015-09-20,2,false
booking_sample_0354,43604,City Hotel,0,60,2015,September,39,21,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,NULL,0,Transient-Party,65,0,0,Check-Out,2015-09-23,2,false
booking_sample_0355,43858,City Hotel,1,87,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,2015-09-09,5,false
booking_sample_0356,44069,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,2015-08-21,1,false
