pos_charge_id,pms_reservation_id,guest_lookup_key,outlet,charge_amount,charge_timestamp,void_or_adjustment_flag
POS0001613,PMS000796,guest_key_00796,in_room_dining,170,2026-03-10,false
POS0001614,PMS000797,guest_key_00797,valet_parking,375,2026-04-11,false
POS0001615,PMS000798,guest_key_00798,mini_bar_amenity,55,2026-08-06,false
POS0001616,PMS000798,guest_key_00798,in_room_dining,145,2026-08-07,false
POS0001617,PMS000798,guest_key_00798,in_room_dining,60,2026-08-02,false
POS0001618,PMS000798,guest_key_00798,calabra_rooftop,635,2026-08-08,true
POS0001619,PMS000800,guest_key_00800,calabra_rooftop,240,2026-05-24,false
POS0001620,PMS000800,guest_key_00800,valet_parking,95,2026-05-24,false
POS0001621,PMS000800,guest_key_00800,palma_lobby_lounge,125,2026-05-24,true
POS0001622,PMS000801,guest_key_00801,in_room_dining,265,2026-10-25,false
POS0001623,PMS000801,guest_key_00801,in_room_dining,50,2026-10-23,false
POS0001624,PMS000801,guest_key_00801,mini_bar_amenity,110,2026-10-25,false
POS0001625,PMS000802,guest_key_00802,in_room_dining,105,2026-02-28,false
POS0001626,PMS000803,guest_key_00803,palma_lobby_lounge,150,2026-09-30,false
POS0001627,PMS000803,guest_key_00803,calabra_rooftop,125,2026-09-29,false
POS0001628,PMS000804,guest_key_00804,palma_lobby_lounge,35,2026-09-26,false
POS0001629,PMS000805,guest_key_00805,spa_wellness,380,2026-08-24,false
POS0001630,PMS000805,guest_key_00805,in_room_dining,60,2026-08-23,false
POS0001631,PMS000806,guest_key_00806,palma_lobby_lounge,40,2026-03-13,false
POS0001632,PMS000806,guest_key_00806,palma_lobby_lounge,150,2026-03-14,false
POS0001633,PMS000807,guest_key_00807,calabra_rooftop,110,2026-02-20,false
POS0001634,PMS000807,guest_key_00807,palma_lobby_lounge,165,2026-02-20,false
POS0001635,,guest_key_00807,calabra_rooftop,360,2026-02-20,true
POS0001636,PMS000807,guest_key_00807,spa_wellness,615,2026-02-19,false
POS0001637,PMS000808,,calabra_rooftop,305,2026-08-25,false
POS0001638,PMS000808,guest_key_00808,valet_parking,240,2026-08-25,false
POS0001639,PMS000808,guest_key_00808,in_room_dining,85,2026-08-25,false
POS0001640,PMS000808,guest_key_00808,valet_parking,75,2026-08-25,false
POS0001641,PMS000809,guest_key_00809,mini_bar_amenity,20,2026-11-04,false
POS0001642,PMS000809,guest_key_00809,calabra_rooftop,125,2026-11-04,false
POS0001643,PMS000809,guest_key_00809,in_room_dining,240,2026-11-04,false
POS0001644,PMS000812,guest_key_00812,calabra_rooftop,130,2026-08-22,false
POS0001645,PMS000812,guest_key_00812,valet_parking,65,2026-08-23,false
POS0001646,PMS000813,guest_key_00813,calabra_rooftop,360,2026-03-26,false
POS0001647,PMS000814,guest_key_00814,valet_parking,155,2026-09-07,false
POS0001648,PMS000814,guest_key_00814,valet_parking,130,2026-09-08,false
POS0001649,PMS000815,guest_key_00815,calabra_rooftop,120,2026-06-27,false
POS0001650,PMS000816,guest_key_00816,valet_parking,75,2026-09-26,false
POS0001651,PMS000818,guest_key_00818,calabra_rooftop,250,2026-08-28,false
POS0001652,PMS000818,,calabra_rooftop,300,2026-08-26,false
POS0001653,PMS000818,guest_key_00818,palma_lobby_lounge,65,2026-08-26,true
POS0001654,PMS000819,guest_key_00819,calabra_rooftop,670,2026-02-27,false
POS0001655,PMS000819,guest_key_00819,in_room_dining,90,2026-02-28,false
POS0001656,PMS000819,guest_key_00819,in_room_dining,170,2026-02-27,true
POS0001657,PMS000819,,calabra_rooftop,200,2026-02-27,true
POS0001658,PMS000820,guest_key_00820,palma_lobby_lounge,30,2026-10-10,false
POS0001659,,guest_key_00820,palma_lobby_lounge,150,2026-10-10,false
POS0001660,PMS000820,guest_key_00820,in_room_dining,80,2026-10-10,false
POS0001661,PMS000820,,spa_wellness,110,2026-10-10,false
POS0001662,,guest_key_00821,palma_lobby_lounge,170,2026-01-29,false
POS0001663,PMS000821,guest_key_00821,calabra_rooftop,210,2026-01-28,false
POS0001664,PMS000822,guest_key_00822,in_room_dining,240,2026-05-20,false
POS0001665,PMS000822,guest_key_00822,valet_parking,80,2026-05-22,false
POS0001666,PMS000824,,spa_wellness,520,2026-07-16,false
POS0001667,PMS000824,guest_key_00824,mini_bar_amenity,35,2026-07-15,false
POS0001668,PMS000825,guest_key_00825,valet_parking,25,2026-11-06,false
POS0001669,PMS000825,guest_key_00825,spa_wellness,285,2026-11-06,false
POS0001670,PMS000825,guest_key_00825,in_room_dining,65,2026-11-06,false
POS0001671,PMS000825,guest_key_00825,mini_bar_amenity,65,2026-11-06,false
POS0001672,PMS000826,guest_key_00826,valet_parking,70,2026-10-07,false
POS0001673,PMS000826,guest_key_00826,palma_lobby_lounge,75,2026-10-06,true
POS0001674,PMS000826,guest_key_00826,palma_lobby_lounge,130,2026-10-07,false
POS0001675,PMS000826,guest_key_00826,calabra_rooftop,280,2026-10-06,true
POS0001676,PMS000827,guest_key_00827,in_room_dining,40,2026-08-06,true
POS0001677,PMS000827,guest_key_00827,calabra_rooftop,260,2026-08-06,false
POS0001678,PMS000827,,valet_parking,70,2026-08-06,true
POS0001679,PMS000828,guest_key_00828,palma_lobby_lounge,70,2026-08-14,false
POS0001680,PMS000828,guest_key_00828,palma_lobby_lounge,135,2026-08-13,false
POS0001681,PMS000828,guest_key_00828,palma_lobby_lounge,50,2026-08-15,false
POS0001682,PMS000829,,palma_lobby_lounge,115,2026-04-26,false
POS0001683,PMS000830,guest_key_00830,calabra_rooftop,160,2026-01-07,false
POS0001684,PMS000830,guest_key_00830,valet_parking,40,2026-01-07,false
POS0001685,PMS000830,guest_key_00830,calabra_rooftop,180,2026-01-07,false
POS0001686,PMS000831,guest_key_00831,calabra_rooftop,330,2026-10-15,true
POS0001687,PMS000831,guest_key_00831,palma_lobby_lounge,120,2026-10-16,false
POS0001688,PMS000832,,calabra_rooftop,155,2026-01-28,false
POS0001689,PMS000833,guest_key_00833,in_room_dining,50,2026-07-09,false
POS0001690,PMS000834,,in_room_dining,190,2026-06-17,false
POS0001691,PMS000834,guest_key_00834,palma_lobby_lounge,155,2026-06-17,false
POS0001692,PMS000834,guest_key_00834,mini_bar_amenity,35,2026-06-18,false
POS0001693,PMS000834,guest_key_00834,palma_lobby_lounge,85,2026-06-17,false
POS0001694,PMS000835,guest_key_00835,valet_parking,60,2026-03-23,false
POS0001695,PMS000835,guest_key_00835,calabra_rooftop,160,2026-03-22,false
POS0001696,PMS000835,guest_key_00835,in_room_dining,145,2026-03-23,false
POS0001697,PMS000835,guest_key_00835,valet_parking,70,2026-03-22,false
POS0001698,PMS000837,guest_key_00837,palma_lobby_lounge,95,2026-10-23,false
POS0001699,PMS000837,guest_key_00837,valet_parking,150,2026-10-23,false
POS0001700,PMS000837,guest_key_00837,spa_wellness,290,2026-10-24,false
POS0001701,PMS000837,,spa_wellness,85,2026-10-24,false
POS0001702,PMS000838,guest_key_00838,valet_parking,40,2026-02-11,false
POS0001703,PMS000839,guest_key_00839,spa_wellness,465,2026-02-20,false
POS0001704,PMS000839,guest_key_00839,in_room_dining,130,2026-02-19,false
POS0001705,PMS000840,guest_key_00840,valet_parking,20,2026-06-17,false
POS0001706,PMS000840,guest_key_00840,calabra_rooftop,115,2026-06-17,false
POS0001707,,guest_key_00840,calabra_rooftop,220,2026-06-17,false
POS0001708,PMS000840,guest_key_00840,calabra_rooftop,215,2026-06-19,false
POS0001709,PMS000841,guest_key_00841,spa_wellness,290,2026-11-07,false
POS0001710,PMS000842,,valet_parking,20,2026-11-19,false
POS0001711,PMS000842,guest_key_00842,calabra_rooftop,205,2026-11-22,false
POS0001712,PMS000842,guest_key_00842,in_room_dining,340,2026-11-19,false
POS0001713,PMS000844,guest_key_00844,calabra_rooftop,160,2026-09-04,false
POS0001714,PMS000844,guest_key_00844,in_room_dining,180,2026-09-02,false
POS0001715,PMS000844,,calabra_rooftop,410,2026-09-04,false
POS0001716,PMS000844,guest_key_00844,calabra_rooftop,80,2026-09-04,false
POS0001717,PMS000845,guest_key_00845,spa_wellness,230,2026-05-26,false
POS0001718,PMS000847,guest_key_00847,valet_parking,75,2026-12-21,false
POS0001719,PMS000848,guest_key_00848,spa_wellness,135,2026-07-13,false
POS0001720,PMS000848,guest_key_00848,valet_parking,65,2026-07-13,false
POS0001721,PMS000848,guest_key_00848,calabra_rooftop,255,2026-07-13,false
POS0001722,PMS000849,guest_key_00849,valet_parking,105,2026-01-27,false
POS0001723,,guest_key_00849,in_room_dining,125,2026-01-26,false
POS0001724,PMS000849,guest_key_00849,calabra_rooftop,180,2026-01-25,false
POS0001725,PMS000849,guest_key_00849,calabra_rooftop,95,2026-01-25,false
POS0001726,PMS000850,,palma_lobby_lounge,125,2026-02-12,false
POS0001727,PMS000850,guest_key_00850,calabra_rooftop,360,2026-02-08,false
POS0001728,PMS000851,guest_key_00851,calabra_rooftop,270,2026-05-03,false
POS0001729,PMS000851,,spa_wellness,285,2026-05-04,false
POS0001730,PMS000851,,calabra_rooftop,150,2026-05-04,false
POS0001731,PMS000852,guest_key_00852,valet_parking,40,2026-02-16,false
POS0001732,PMS000852,guest_key_00852,calabra_rooftop,355,2026-02-16,false
POS0001733,PMS000853,guest_key_00853,calabra_rooftop,290,2026-06-03,false
POS0001734,PMS000853,guest_key_00853,valet_parking,30,2026-06-03,false
POS0001735,PMS000853,guest_key_00853,calabra_rooftop,130,2026-06-03,false
POS0001736,PMS000853,guest_key_00853,palma_lobby_lounge,175,2026-06-04,false
POS0001737,,guest_key_00855,in_room_dining,260,2026-12-19,false
POS0001738,PMS000855,guest_key_00855,in_room_dining,95,2026-12-19,false
POS0001739,PMS000855,guest_key_00855,calabra_rooftop,445,2026-12-19,false
POS0001740,PMS000857,guest_key_00857,in_room_dining,210,2026-05-19,false
POS0001741,PMS000857,guest_key_00857,in_room_dining,70,2026-05-15,false
POS0001742,PMS000857,,valet_parking,40,2026-05-18,false
POS0001743,,guest_key_00860,valet_parking,200,2026-08-12,false
POS0001744,PMS000861,guest_key_00861,palma_lobby_lounge,75,2026-08-29,false
POS0001745,PMS000861,guest_key_00861,valet_parking,115,2026-08-29,false
POS0001746,PMS000861,guest_key_00861,calabra_rooftop,95,2026-08-29,false
POS0001747,PMS000861,guest_key_00861,valet_parking,75,2026-08-30,false
POS0001748,PMS000863,guest_key_00863,in_room_dining,85,2026-02-03,false
POS0001749,PMS000863,guest_key_00863,in_room_dining,165,2026-02-02,false
POS0001750,PMS000864,guest_key_00864,valet_parking,40,2026-06-20,false
POS0001751,PMS000864,guest_key_00864,in_room_dining,435,2026-06-20,false
POS0001752,PMS000865,,spa_wellness,175,2026-05-18,false
POS0001753,PMS000865,,valet_parking,145,2026-05-15,false
POS0001754,PMS000865,,in_room_dining,495,2026-05-16,false
POS0001755,PMS000865,guest_key_00865,palma_lobby_lounge,60,2026-05-17,false
POS0001756,,guest_key_00866,calabra_rooftop,390,2026-02-18,false
POS0001757,PMS000866,guest_key_00866,mini_bar_amenity,175,2026-02-17,true
POS0001758,PMS000866,,palma_lobby_lounge,290,2026-02-18,false
POS0001759,PMS000867,guest_key_00867,palma_lobby_lounge,130,2026-10-08,false
POS0001760,PMS000868,guest_key_00868,in_room_dining,75,2026-01-22,false
POS0001761,PMS000868,guest_key_00868,valet_parking,35,2026-01-21,false
POS0001762,PMS000870,guest_key_00870,valet_parking,105,2026-10-19,false
POS0001763,PMS000870,guest_key_00870,palma_lobby_lounge,50,2026-10-19,false
POS0001764,PMS000870,,in_room_dining,130,2026-10-19,false
POS0001765,,,palma_lobby_lounge,60,2026-07-08,false
POS0001766,PMS000871,,valet_parking,65,2026-07-09,false
POS0001767,PMS000871,guest_key_00871,in_room_dining,45,2026-07-08,false
POS0001768,PMS000872,guest_key_00872,calabra_rooftop,155,2026-11-14,false
POS0001769,PMS000872,guest_key_00872,spa_wellness,470,2026-11-14,false
POS0001770,PMS000872,guest_key_00872,valet_parking,55,2026-11-14,false
POS0001771,PMS000872,guest_key_00872,palma_lobby_lounge,130,2026-11-15,false
POS0001772,PMS000873,guest_key_00873,valet_parking,100,2026-11-28,false
POS0001773,PMS000873,guest_key_00873,in_room_dining,450,2026-11-26,false
POS0001774,PMS000873,guest_key_00873,spa_wellness,260,2026-11-26,false
POS0001775,PMS000874,guest_key_00874,palma_lobby_lounge,145,2026-05-27,false
POS0001776,PMS000874,guest_key_00874,palma_lobby_lounge,110,2026-05-27,false
POS0001777,PMS000874,guest_key_00874,calabra_rooftop,135,2026-05-28,false
POS0001778,PMS000875,guest_key_00875,in_room_dining,45,2026-01-05,false
POS0001779,PMS000875,guest_key_00875,in_room_dining,140,2026-01-06,false
POS0001780,PMS000875,guest_key_00875,spa_wellness,675,2026-01-06,false
POS0001781,PMS000876,,spa_wellness,365,2026-06-26,false
POS0001782,PMS000877,guest_key_00877,valet_parking,75,2026-01-21,false
POS0001783,PMS000877,guest_key_00877,palma_lobby_lounge,60,2026-01-22,false
POS0001784,PMS000878,guest_key_00878,in_room_dining,145,2026-07-10,false
POS0001785,PMS000878,guest_key_00878,calabra_rooftop,300,2026-07-09,false
POS0001786,PMS000878,guest_key_00878,palma_lobby_lounge,80,2026-07-11,false
POS0001787,PMS000879,guest_key_00879,calabra_rooftop,135,2026-06-04,false
POS0001788,PMS000879,guest_key_00879,spa_wellness,350,2026-06-03,false
POS0001789,PMS000879,guest_key_00879,palma_lobby_lounge,80,2026-06-04,false
POS0001790,PMS000879,guest_key_00879,spa_wellness,150,2026-06-03,false
POS0001791,PMS000880,guest_key_00880,calabra_rooftop,95,2026-08-21,false
POS0001792,PMS000881,guest_key_00881,valet_parking,85,2026-07-27,false
POS0001793,PMS000881,guest_key_00881,calabra_rooftop,515,2026-07-27,false
POS0001794,PMS000881,guest_key_00881,calabra_rooftop,305,2026-07-27,false
POS0001795,,guest_key_00882,calabra_rooftop,240,2026-03-18,false
POS0001796,PMS000883,guest_key_00883,calabra_rooftop,160,2026-09-21,false
POS0001797,PMS000883,guest_key_00883,in_room_dining,130,2026-09-20,false
POS0001798,PMS000884,guest_key_00884,calabra_rooftop,245,2026-04-12,false
POS0001799,PMS000885,guest_key_00885,palma_lobby_lounge,85,2026-03-23,false
POS0001800,PMS000885,guest_key_00885,spa_wellness,300,2026-03-23,false
POS0001801,PMS000886,guest_key_00886,spa_wellness,345,2026-05-27,false
POS0001802,PMS000888,guest_key_00888,valet_parking,210,2026-04-25,false
POS0001803,PMS000888,guest_key_00888,calabra_rooftop,180,2026-04-25,false
POS0001804,,,in_room_dining,65,2026-12-24,false
POS0001805,PMS000889,guest_key_00889,valet_parking,30,2026-12-22,false
POS0001806,PMS000890,guest_key_00890,valet_parking,60,2026-03-29,false
POS0001807,PMS000891,guest_key_00891,valet_parking,95,2026-10-17,false
POS0001808,PMS000891,,palma_lobby_lounge,65,2026-10-17,false
POS0001809,PMS000891,guest_key_00891,in_room_dining,65,2026-10-18,false
POS0001810,PMS000891,,spa_wellness,310,2026-10-17,false
POS0001811,PMS000892,guest_key_00892,in_room_dining,150,2026-10-13,false
POS0001812,PMS000892,guest_key_00892,palma_lobby_lounge,55,2026-10-13,false
POS0001813,PMS000893,guest_key_00893,calabra_rooftop,155,2026-12-23,false
POS0001814,PMS000894,guest_key_00894,in_room_dining,90,2026-02-12,false
POS0001815,PMS000895,guest_key_00895,spa_wellness,475,2026-03-01,false
POS0001816,PMS000895,guest_key_00895,calabra_rooftop,65,2026-03-01,false
POS0001817,PMS000896,guest_key_00896,calabra_rooftop,145,2026-11-15,false
POS0001818,PMS000896,guest_key_00896,valet_parking,40,2026-11-15,false
POS0001819,PMS000897,guest_key_00897,mini_bar_amenity,30,2026-09-15,false
POS0001820,PMS000899,guest_key_00899,spa_wellness,590,2026-06-20,false
POS0001821,PMS000899,guest_key_00899,spa_wellness,900,2026-06-20,false
POS0001822,PMS000901,guest_key_00901,calabra_rooftop,465,2026-11-20,false
POS0001823,PMS000902,,valet_parking,30,2026-09-27,false
POS0001824,PMS000902,guest_key_00902,palma_lobby_lounge,70,2026-10-03,false
POS0001825,PMS000902,,spa_wellness,175,2026-09-29,false
POS0001826,PMS000903,guest_key_00903,mini_bar_amenity,40,2026-03-31,false
POS0001827,PMS000903,guest_key_00903,palma_lobby_lounge,140,2026-03-31,false
POS0001828,PMS000903,guest_key_00903,calabra_rooftop,140,2026-04-01,false
POS0001829,PMS000903,guest_key_00903,calabra_rooftop,160,2026-03-30,false
POS0001830,PMS000906,guest_key_00906,palma_lobby_lounge,90,2026-08-18,false
POS0001831,PMS000906,guest_key_00906,in_room_dining,65,2026-08-19,false
POS0001832,PMS000907,guest_key_00907,spa_wellness,740,2026-03-04,false
POS0001833,PMS000907,guest_key_00907,palma_lobby_lounge,100,2026-03-04,false
POS0001834,PMS000907,guest_key_00907,calabra_rooftop,455,2026-03-04,false
POS0001835,PMS000907,guest_key_00907,palma_lobby_lounge,125,2026-03-04,false
POS0001836,PMS000908,guest_key_00908,valet_parking,60,2026-10-17,false
POS0001837,PMS000908,guest_key_00908,in_room_dining,115,2026-10-17,false
POS0001838,PMS000908,guest_key_00908,palma_lobby_lounge,40,2026-10-18,false
POS0001839,PMS000908,,palma_lobby_lounge,75,2026-10-18,true
POS0001840,PMS000909,guest_key_00909,calabra_rooftop,125,2026-04-15,false
POS0001841,PMS000910,guest_key_00910,calabra_rooftop,230,2026-04-19,false
POS0001842,PMS000910,guest_key_00910,valet_parking,65,2026-04-18,false
POS0001843,PMS000910,guest_key_00910,calabra_rooftop,65,2026-04-18,false
POS0001844,PMS000910,guest_key_00910,valet_parking,60,2026-04-19,false
POS0001845,PMS000911,guest_key_00911,palma_lobby_lounge,190,2026-10-14,false
POS0001846,PMS000913,guest_key_00913,palma_lobby_lounge,100,2026-11-05,false
POS0001847,PMS000913,guest_key_00913,in_room_dining,45,2026-11-06,false
POS0001848,PMS000913,guest_key_00913,valet_parking,85,2026-11-05,false
POS0001849,PMS000913,guest_key_00913,calabra_rooftop,425,2026-11-06,false
POS0001850,PMS000914,,calabra_rooftop,215,2026-04-10,false
POS0001851,PMS000914,guest_key_00914,in_room_dining,200,2026-04-13,false
POS0001852,PMS000915,,palma_lobby_lounge,80,2026-03-24,false
POS0001853,PMS000916,,palma_lobby_lounge,70,2026-04-11,false
POS0001854,PMS000916,guest_key_00916,mini_bar_amenity,55,2026-04-12,false
POS0001855,PMS000916,guest_key_00916,calabra_rooftop,165,2026-04-12,false
POS0001856,PMS000916,guest_key_00916,calabra_rooftop,60,2026-04-12,false
POS0001857,,guest_key_00917,spa_wellness,205,2026-01-30,false
POS0001858,PMS000918,guest_key_00918,spa_wellness,80,2026-01-23,true
POS0001859,PMS000919,guest_key_00919,valet_parking,155,2026-10-23,false
POS0001860,PMS000919,guest_key_00919,calabra_rooftop,520,2026-10-23,false
POS0001861,PMS000920,guest_key_00920,palma_lobby_lounge,65,2026-02-24,false
POS0001862,PMS000921,guest_key_00921,valet_parking,145,2026-01-20,false
POS0001863,PMS000921,guest_key_00921,calabra_rooftop,355,2026-01-20,false
POS0001864,,guest_key_00922,in_room_dining,310,2026-06-03,false
POS0001865,PMS000922,guest_key_00922,palma_lobby_lounge,100,2026-06-02,false
POS0001866,PMS000922,guest_key_00922,calabra_rooftop,595,2026-06-03,false
POS0001867,PMS000923,guest_key_00923,in_room_dining,300,2026-01-09,false
POS0001868,PMS000923,guest_key_00923,spa_wellness,135,2026-01-08,false
POS0001869,PMS000924,guest_key_00924,valet_parking,35,2026-05-10,false
POS0001870,PMS000924,guest_key_00924,calabra_rooftop,175,2026-05-11,false
POS0001871,PMS000926,guest_key_00926,in_room_dining,165,2026-05-31,false
POS0001872,PMS000926,,calabra_rooftop,125,2026-05-29,false
POS0001873,PMS000927,guest_key_00927,spa_wellness,555,2026-03-22,false
POS0001874,PMS000927,guest_key_00927,spa_wellness,145,2026-03-22,false
POS0001875,PMS000927,guest_key_00927,palma_lobby_lounge,160,2026-03-22,false
POS0001876,PMS000927,guest_key_00927,mini_bar_amenity,35,2026-03-20,false
POS0001877,PMS000928,guest_key_00928,calabra_rooftop,215,2026-06-18,true
POS0001878,PMS000928,guest_key_00928,spa_wellness,170,2026-06-18,false
POS0001879,PMS000929,guest_key_00929,palma_lobby_lounge,140,2026-07-21,false
POS0001880,PMS000929,guest_key_00929,palma_lobby_lounge,105,2026-07-21,false
POS0001881,PMS000929,guest_key_00929,calabra_rooftop,145,2026-07-21,false
POS0001882,PMS000930,guest_key_00930,mini_bar_amenity,60,2026-06-21,false
POS0001883,PMS000930,guest_key_00930,palma_lobby_lounge,245,2026-06-19,false
POS0001884,,guest_key_00930,calabra_rooftop,900,2026-06-19,false
POS0001885,PMS000931,guest_key_00931,palma_lobby_lounge,95,2026-07-11,false
POS0001886,PMS000931,guest_key_00931,calabra_rooftop,100,2026-07-10,false
POS0001887,PMS000931,guest_key_00931,calabra_rooftop,145,2026-07-10,false
POS0001888,PMS000932,guest_key_00932,palma_lobby_lounge,40,2026-04-10,false
POS0001889,PMS000932,guest_key_00932,calabra_rooftop,80,2026-04-11,false
POS0001890,PMS000934,guest_key_00934,calabra_rooftop,120,2026-11-27,false
POS0001891,PMS000934,guest_key_00934,in_room_dining,170,2026-11-26,false
POS0001892,PMS000934,,in_room_dining,585,2026-11-28,false
POS0001893,PMS000935,guest_key_00935,valet_parking,80,2026-05-19,false
POS0001894,PMS000936,guest_key_00936,spa_wellness,455,2026-08-05,false
POS0001895,PMS000936,guest_key_00936,palma_lobby_lounge,55,2026-08-05,false
POS0001896,PMS000937,guest_key_00937,calabra_rooftop,50,2026-03-25,false
POS0001897,PMS000937,,calabra_rooftop,275,2026-03-24,false
POS0001898,PMS000938,guest_key_00938,valet_parking,165,2026-06-16,false
POS0001899,,guest_key_00938,calabra_rooftop,195,2026-06-16,false
POS0001900,PMS000940,,spa_wellness,900,2026-11-16,false
POS0001901,PMS000940,guest_key_00940,calabra_rooftop,190,2026-11-17,false
POS0001902,PMS000940,guest_key_00940,calabra_rooftop,900,2026-11-16,false
POS0001903,PMS000941,guest_key_00941,calabra_rooftop,85,2026-11-10,false
POS0001904,PMS000942,guest_key_00942,mini_bar_amenity,55,2026-10-20,false
POS0001905,PMS000944,guest_key_00944,in_room_dining,160,2026-01-04,false
POS0001906,PMS000944,guest_key_00944,mini_bar_amenity,105,2026-01-08,true
POS0001907,PMS000945,guest_key_00945,in_room_dining,130,2026-09-30,false
POS0001908,PMS000945,guest_key_00945,calabra_rooftop,220,2026-10-03,false
POS0001909,PMS000945,guest_key_00945,spa_wellness,185,2026-10-01,false
POS0001910,PMS000947,guest_key_00947,mini_bar_amenity,40,2026-12-21,false
POS0001911,PMS000947,guest_key_00947,in_room_dining,65,2026-12-21,false
POS0001912,PMS000947,guest_key_00947,palma_lobby_lounge,135,2026-12-21,false
POS0001913,PMS000948,guest_key_00948,palma_lobby_lounge,210,2026-10-04,false
POS0001914,PMS000948,guest_key_00948,palma_lobby_lounge,45,2026-10-03,false
POS0001915,PMS000948,guest_key_00948,spa_wellness,235,2026-10-03,false
POS0001916,PMS000950,guest_key_00950,calabra_rooftop,205,2026-04-13,false
POS0001917,PMS000950,guest_key_00950,valet_parking,50,2026-04-13,false
POS0001918,PMS000950,guest_key_00950,palma_lobby_lounge,95,2026-04-13,false
POS0001919,PMS000951,guest_key_00951,calabra_rooftop,495,2026-07-19,false
POS0001920,PMS000953,guest_key_00953,calabra_rooftop,190,2026-01-26,false
POS0001921,PMS000954,guest_key_00954,in_room_dining,65,2026-01-07,false
POS0001922,PMS000956,guest_key_00956,valet_parking,150,2026-12-04,false
POS0001923,PMS000956,guest_key_00956,valet_parking,145,2026-12-07,false
POS0001924,PMS000956,guest_key_00956,mini_bar_amenity,90,2026-12-06,false
POS0001925,PMS000957,guest_key_00957,palma_lobby_lounge,110,2026-10-16,false
POS0001926,PMS000957,guest_key_00957,palma_lobby_lounge,60,2026-10-16,false
POS0001927,PMS000957,guest_key_00957,in_room_dining,90,2026-10-13,false
POS0001928,PMS000958,,palma_lobby_lounge,50,2026-08-12,false
POS0001929,PMS000958,guest_key_00958,mini_bar_amenity,135,2026-08-13,false
POS0001930,PMS000958,guest_key_00958,palma_lobby_lounge,140,2026-08-12,false
POS0001931,PMS000961,guest_key_00961,calabra_rooftop,320,2026-10-28,false
POS0001932,PMS000961,guest_key_00961,mini_bar_amenity,130,2026-10-30,false
POS0001933,PMS000961,guest_key_00961,mini_bar_amenity,25,2026-10-28,true
POS0001934,PMS000962,guest_key_00962,valet_parking,45,2026-12-12,false
POS0001935,PMS000962,guest_key_00962,in_room_dining,80,2026-12-13,false
POS0001936,PMS000965,guest_key_00965,mini_bar_amenity,55,2026-09-20,false
POS0001937,PMS000965,guest_key_00965,calabra_rooftop,215,2026-09-20,false
POS0001938,PMS000966,guest_key_00966,palma_lobby_lounge,315,2026-09-28,false
POS0001939,PMS000967,guest_key_00967,valet_parking,85,2026-07-08,false
POS0001940,PMS000967,guest_key_00967,mini_bar_amenity,45,2026-07-08,false
POS0001941,PMS000967,guest_key_00967,calabra_rooftop,300,2026-07-08,false
POS0001942,PMS000969,guest_key_00969,palma_lobby_lounge,225,2026-04-08,true
POS0001943,PMS000969,,palma_lobby_lounge,155,2026-04-06,false
POS0001944,PMS000969,guest_key_00969,calabra_rooftop,220,2026-04-07,true
POS0001945,PMS000970,guest_key_00970,calabra_rooftop,115,2026-04-20,true
POS0001946,PMS000970,guest_key_00970,valet_parking,90,2026-04-20,false
POS0001947,PMS000971,guest_key_00971,in_room_dining,80,2026-02-16,false
POS0001948,PMS000971,guest_key_00971,palma_lobby_lounge,105,2026-02-16,false
POS0001949,PMS000971,,in_room_dining,125,2026-02-15,false
POS0001950,PMS000971,guest_key_00971,calabra_rooftop,155,2026-02-15,false
POS0001951,PMS000972,,calabra_rooftop,230,2026-05-13,false
POS0001952,PMS000972,guest_key_00972,calabra_rooftop,210,2026-05-11,false
POS0001953,PMS000972,guest_key_00972,spa_wellness,325,2026-05-11,false
POS0001954,PMS000973,guest_key_00973,palma_lobby_lounge,110,2026-12-19,false
POS0001955,PMS000974,guest_key_00974,calabra_rooftop,665,2026-03-22,false
POS0001956,PMS000974,guest_key_00974,palma_lobby_lounge,275,2026-03-21,false
POS0001957,PMS000975,guest_key_00975,palma_lobby_lounge,60,2026-12-05,false
POS0001958,PMS000976,guest_key_00976,valet_parking,120,2026-02-07,false
POS0001959,PMS000976,guest_key_00976,calabra_rooftop,135,2026-02-07,false
POS0001960,PMS000976,guest_key_00976,calabra_rooftop,140,2026-02-07,false
POS0001961,PMS000977,guest_key_00977,valet_parking,90,2026-03-04,false
POS0001962,PMS000978,guest_key_00978,valet_parking,115,2026-07-04,false
POS0001963,PMS000978,guest_key_00978,spa_wellness,325,2026-07-04,false
POS0001964,PMS000978,guest_key_00978,calabra_rooftop,85,2026-07-03,true
POS0001965,PMS000979,guest_key_00979,palma_lobby_lounge,110,2026-04-02,false
POS0001966,PMS000981,,palma_lobby_lounge,115,2026-09-10,false
POS0001967,PMS000982,guest_key_00982,palma_lobby_lounge,40,2026-09-13,false
POS0001968,PMS000982,guest_key_00982,mini_bar_amenity,105,2026-09-10,false
POS0001969,PMS000983,guest_key_00983,spa_wellness,270,2026-10-17,false
POS0001970,PMS000983,guest_key_00983,palma_lobby_lounge,145,2026-10-18,false
POS0001971,PMS000984,guest_key_00984,calabra_rooftop,35,2026-06-10,false
POS0001972,PMS000984,guest_key_00984,valet_parking,20,2026-06-11,false
POS0001973,PMS000984,guest_key_00984,palma_lobby_lounge,70,2026-06-10,true
POS0001974,PMS000984,guest_key_00984,calabra_rooftop,95,2026-06-10,false
POS0001975,PMS000985,guest_key_00985,valet_parking,190,2026-04-20,false
