service_ticket_id,pms_reservation_id,crm_guest_id,guest_lookup_key,room_number_proxy,opened_timestamp,closed_timestamp,department_raw,issue_code_raw,severity_raw,reported_in_stay,guest_notes_text,ticket_status,source_loaded_at
TKT000272,PMS001506,,guest_key_01506,463,2026-07-04T16:47:00,2026-07-04T08:48:00,housekeeping,order problem,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,manager_review,2026-07-05
TKT000273,PMS001564,,guest_key_01564,396,2026-11-01T18:09:00,2026-11-01T08:59:00,rooms,hk miss,5,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-11-01
TKT000274,PMS000954,CRM000954,,,2026-01-08T13:50:00,2026-01-08T08:26:00,rooms,order problem,1,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-01-09
TKT000275,,CRM000431,,325,2026-05-13T20:22:00,2026-05-13T08:46:00,rooms,neighbor noise,2,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-05-15
TKT000276,,CRM001305,guest_key_01305,423,2026-04-24T15:17:00,2026-04-24T08:01:00,spa_wellness,view issue,,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,manager_review,2026-04-25
TKT000277,PMS000925,CRM000925,,,2026-08-14T17:30:00,2026-08-14T08:57:00,housekeeping,late room,4,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-08-14
TKT000278,PMS000921,CRM000921,guest_key_00921,,2026-01-19T18:37:00,2026-01-19T08:48:00,engineering,arrival delay,1,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-01-22
TKT000279,PMS000617,CRM000617,guest_key_00617,,2026-06-30T19:45:00,2026-06-30T10:30:00,rooms,arrival valet,2,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-07-02
TKT000280,PMS001360,CRM001360,guest_key_01360,407,2026-05-03T08:25:00,2026-05-03T08:18:00,front_desk,checkin wait,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-05-06
TKT000281,PMS001162,CRM001162,guest_key_01162,382,2026-05-03T09:00:00,2026-05-03T08:23:00,front_desk,order problem,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-05-06
TKT000282,PMS000871,CRM000871,guest_key_00871,,2026-07-08T14:20:00,2026-07-08T08:37:00,food_beverage,linen/turndown,,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,open,2026-07-08
TKT000283,PMS001107,CRM001107,guest_key_01107,429,2026-11-25T13:36:00,2026-11-25T08:46:00,rooms,wellness service,,true,Guest reported that a wellness or spa experience did not meet expectations.,manager_review,2026-11-25
TKT000284,,,guest_key_00675,392,2026-04-06T09:12:00,2026-04-06T08:53:00,rooms,linen/turndown,,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-04-09
TKT000285,,,guest_key_00680,450,2026-02-08T17:05:00,2026-02-08T08:01:00,front_desk,linen/turndown,4,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-02-08
TKT000286,,CRM000104,guest_key_00104,,2026-02-01T18:17:00,2026-02-01T08:35:00,food_beverage,room_not_ready,,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-02-02
TKT000287,PMS000751,CRM000751,guest_key_00751,380,2026-07-04T09:53:00,2026-07-04T08:34:00,front_desk,fee dispute,2,true,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-07-07
TKT000288,PMS001475,CRM001475,guest_key_01475,303,2026-11-13T09:57:00,2026-11-13T08:34:00,engineering,pool access,,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-11-13
TKT000289,,,guest_key_00308,,2026-10-24T07:25:00,2026-10-24T08:28:00,engineering,room clean issue,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-10-27
TKT000290,PMS000492,CRM000492,guest_key_00492,,2026-07-20T22:10:00,2026-07-20T10:27:00,front_desk,valet wait,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,manager_review,2026-07-22
TKT000291,PMS001461,CRM001461,guest_key_01461,306,2026-01-28T13:45:00,2026-01-28T08:15:00,front_desk,view issue,5,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-01-29
TKT000292,PMS000151,CRM000151,guest_key_00151,304,2026-06-25T13:16:00,2026-06-25T08:43:00,food_beverage,charge question,2,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-06-28
TKT000293,PMS000655,CRM000655,guest_key_00655,,2026-06-20T17:28:00,2026-06-20T08:29:00,front_desk,order problem,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-06-22
TKT000294,PMS000122,CRM000122,guest_key_00122,323,2026-06-29T15:53:00,2026-06-29T08:05:00,front_desk,neighbor noise,3,true,Guest reported disrupted rest and expected a more serene stay.,manager_review,2026-07-02
TKT000295,PMS000143,,guest_key_00143,461,2026-06-17T07:20:00,2026-06-17T08:53:00,housekeeping,room type mismatch,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,manager_review,2026-06-17
TKT000296,PMS000101,CRM000101,guest_key_00101,310,2026-12-28T13:18:00,2026-12-28T08:57:00,engineering,fb service,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-12-31
TKT000297,PMS000329,CRM000329,guest_key_00329,,2026-12-25T10:57:00,2026-12-25T08:02:00,rooms,fee dispute,5,true,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-12-28
TKT000298,,CRM000402,guest_key_00402,314,2026-02-18T11:49:00,2026-02-18T08:00:00,engineering,spa issue,1,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-02-21
TKT000299,PMS000090,CRM000090,guest_key_00090,399,2026-10-09T22:45:00,2026-10-09T08:37:00,engineering,restaurant issue,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-10-10
TKT000300,PMS001262,CRM001262,guest_key_01262,399,2026-09-16T07:44:00,2026-09-16T08:17:00,food_beverage,order problem,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-09-17
TKT000301,PMS001284,CRM001284,guest_key_01284,405,2026-10-31T07:26:00,2026-10-31T08:54:00,rooms,linen/turndown,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-10-31
TKT000302,PMS000008,,guest_key_00008,,2026-08-06T11:09:00,2026-08-06T08:41:00,front_desk,restaurant issue,3,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-08-07
TKT000303,PMS000544,CRM000544,guest_key_00544,,2026-07-20T15:28:00,2026-07-20T08:28:00,rooms,wrong room,,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-07-20
TKT000304,PMS001306,CRM001306,guest_key_01306,399,2026-10-25T20:43:00,2026-10-25T08:31:00,front_desk,arrival delay,3,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-10-25
TKT000305,PMS001474,CRM001474,,,2026-05-01T09:49:00,2026-05-01T09:18:00,engineering,hk miss,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,manager_review,2026-05-02
TKT000306,PMS000951,CRM000951,guest_key_00951,,2026-07-19T21:09:00,2026-07-19T08:31:00,engineering,car delay,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,open,2026-07-22
TKT000307,PMS000437,CRM000437,guest_key_00437,,2026-10-31T08:25:00,2026-10-31T08:56:00,rooms,housekeeping,3,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,manager_review,2026-11-01
TKT000308,PMS000847,CRM000847,guest_key_00847,463,2026-12-21T16:15:00,2026-12-21T08:53:00,rooms,facilities issue,,false,Guest experienced a room maintenance problem requiring staff response.,closed,2026-12-23
TKT000309,,CRM001027,,473,2026-01-06T08:56:00,2026-01-06T08:26:00,spa_wellness,room type mismatch,3,false,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-01-09
TKT000310,,CRM001438,guest_key_01438,343,2026-02-24T12:01:00,2026-02-24T08:54:00,engineering,housekeeping,,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-02-24
TKT000311,PMS001192,CRM001192,guest_key_01192,,2026-03-29T09:34:00,2026-03-29T08:53:00,front_desk,pool wait,3,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-03-30
TKT000312,,CRM001368,guest_key_01368,351,2026-01-07T22:56:00,2026-01-07T08:21:00,rooms,pool access,2,false,Guest expected a signature rooftop/pool experience but encountered access friction.,manager_review,2026-01-10
TKT000313,PMS000636,CRM000636,guest_key_00636,445,2026-10-08T09:25:00,2026-10-08T08:20:00,front_desk,hk miss,5,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-10-09
TKT000314,,CRM000520,guest_key_00520,346,2026-03-19T07:44:00,2026-03-19T08:09:00,engineering,room_not_ready,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-03-19
TKT000315,PMS000443,CRM000443,guest_key_00443,,2026-03-18T22:49:00,2026-03-18T08:07:00,front_desk,maintenance,4,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-03-21
TKT000316,PMS000818,,guest_key_00818,,2026-08-26T07:49:00,2026-08-26T08:26:00,housekeeping,room type mismatch,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-08-26
TKT000317,PMS001558,CRM001558,guest_key_01558,336,2026-08-06T22:48:00,2026-08-06T08:56:00,rooms,car delay,,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-08-08
TKT000318,PMS001523,CRM001523,guest_key_01523,345,2026-11-09T22:47:00,2026-11-09T08:18:00,spa_wellness,linen/turndown,1,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-11-10
TKT000319,PMS001391,CRM001391,guest_key_01391,,2026-09-13T21:50:00,2026-09-13T08:15:00,front_desk,room equipment,3,false,Guest experienced a room maintenance problem requiring staff response.,closed,2026-09-16
TKT000320,PMS001416,CRM001416,guest_key_01416,378,2026-11-05T19:29:00,2026-11-05T09:15:00,rooms,cabana issue,1,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-11-07
TKT000321,PMS000666,CRM000666,guest_key_00666,337,2026-10-24T15:35:00,2026-10-24T08:43:00,engineering,spa recovery,2,false,Guest reported that a wellness or spa experience did not meet expectations.,manager_review,2026-10-27
TKT000322,PMS000163,CRM000163,guest_key_00163,372,2026-10-30T19:07:00,2026-10-30T09:13:00,rooms,dining delay,,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-10-30
TKT000323,PMS000649,CRM000649,guest_key_00649,384,2026-08-20T11:15:00,2026-08-20T08:22:00,food_beverage,maintenance,4,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-08-22
TKT000324,PMS001195,CRM001195,guest_key_01195,330,2026-09-16T14:05:00,2026-09-16T08:38:00,rooms,hk miss,5,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-09-16
TKT000325,PMS000825,,guest_key_00825,408,2026-11-06T11:55:00,2026-11-06T09:46:00,front_desk,cabana issue,2,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-11-07
TKT000326,PMS001587,CRM001587,guest_key_01587,317,2026-07-10T13:06:00,2026-07-10T09:34:00,front_desk,room equipment,2,false,Guest experienced a room maintenance problem requiring staff response.,closed,2026-07-11
TKT000327,PMS000073,,guest_key_00073,349,2026-07-30T08:30:00,2026-07-30T08:32:00,front_desk,car delay,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-08-01
TKT000328,PMS000045,CRM000045,,466,2026-04-20T20:20:00,2026-04-20T08:28:00,spa_wellness,checkin wait,5,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,merged_duplicate,2026-04-21
TKT000329,PMS000661,CRM000661,guest_key_00661,,2026-08-20T11:40:00,2026-08-20T09:24:00,rooms,rooftop issue,1,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-08-21
TKT000330,PMS000992,CRM000992,guest_key_00992,468,2026-04-13T16:00:00,2026-04-13T08:18:00,housekeeping,arrival valet,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,merged_duplicate,2026-04-13
TKT000331,PMS001589,CRM001589,guest_key_01589,,2026-07-08T17:02:00,2026-07-08T08:14:00,rooms,sleep disruption,4,false,Guest reported disrupted rest and expected a more serene stay.,merged_duplicate,2026-07-11
TKT000332,PMS000830,CRM000830,guest_key_00830,341,2026-01-07T11:50:00,2026-01-07T08:16:00,rooms,order problem,1,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-01-10
TKT000333,PMS000391,CRM000391,,,2026-09-12T13:18:00,2026-09-12T08:52:00,rooms,late room,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-09-12
TKT000334,PMS000856,CRM000856,guest_key_00856,465,2026-06-04T22:32:00,2026-06-04T08:52:00,food_beverage,cabana issue,3,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-06-06
TKT000335,PMS000646,CRM000646,guest_key_00646,352,2026-12-10T07:26:00,2026-12-10T10:46:00,rooms,engineering,,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-12-10
TKT000336,PMS000176,CRM000176,guest_key_00176,,2026-02-17T08:48:00,2026-02-17T08:00:00,housekeeping,linen/turndown,2,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-02-18
TKT000337,PMS001324,CRM001324,guest_key_01324,362,2026-01-15T07:30:00,2026-01-15T08:32:00,rooms,linen/turndown,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,merged_duplicate,2026-01-17
TKT000338,PMS001138,CRM001138,guest_key_01138,433,2026-06-28T15:37:00,2026-06-28T08:51:00,spa_wellness,housekeeping,,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-06-28
TKT000339,,CRM001011,guest_key_01011,,2026-07-10T14:47:00,2026-07-10T08:34:00,engineering,order problem,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-07-13
TKT000340,PMS001562,CRM001562,guest_key_01562,452,2026-10-19T08:01:00,2026-10-19T08:24:00,front_desk,linen/turndown,,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-10-21
TKT000341,,,guest_key_01067,381,2026-07-14T18:35:00,2026-07-14T08:07:00,front_desk,pool wait,3,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-07-14
TKT000342,PMS000557,CRM000557,guest_key_00557,315,2026-01-27T21:01:00,2026-01-27T08:08:00,rooms,spa issue,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-01-30
TKT000343,PMS000432,CRM000432,guest_key_00432,368,2026-08-23T17:30:00,2026-08-23T08:56:00,engineering,treatment delay,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-08-24
TKT000344,PMS001403,CRM001403,guest_key_01403,319,2026-09-09T19:40:00,2026-09-09T09:36:00,rooms,cabana issue,3,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-09-10
TKT000345,PMS000437,,guest_key_00437,307,2026-10-31T17:32:00,2026-10-31T08:31:00,rooms,valet wait,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-11-03
TKT000346,PMS000447,CRM000447,guest_key_00447,415,2026-03-16T08:38:00,2026-03-16T08:06:00,engineering,view issue,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-03-19
TKT000347,PMS001549,CRM001549,guest_key_01549,443,2026-07-14T11:09:00,2026-07-14T08:50:00,engineering,pool access,2,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-07-14
TKT000348,PMS000611,CRM000611,guest_key_00611,352,2026-05-19T12:56:00,2026-05-19T10:08:00,front_desk,arrival valet,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-05-22
TKT000349,PMS001359,CRM001359,guest_key_01359,318,2026-10-31T20:32:00,2026-10-31T08:02:00,engineering,restaurant issue,2,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-11-02
TKT000350,PMS000716,CRM000716,guest_key_00716,339,2026-12-01T14:14:00,2026-12-01T08:21:00,spa_wellness,checkin wait,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-12-01
TKT000351,PMS000737,CRM000737,guest_key_00737,432,2026-11-21T17:34:00,2026-11-21T08:56:00,housekeeping,room_not_ready,4,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-11-21
TKT000352,PMS000365,CRM000365,guest_key_00365,388,2026-05-28T16:35:00,2026-05-28T08:45:00,front_desk,maintenance,2,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-05-31
TKT000353,PMS000054,CRM000054,guest_key_00054,445,2026-06-20T15:28:00,2026-06-20T08:01:00,engineering,street noise,2,true,Guest reported disrupted rest and expected a more serene stay.,open,2026-06-22
TKT000354,PMS000311,CRM000311,guest_key_00311,315,2026-12-28T22:22:00,2026-12-28T08:39:00,rooms,pool access,2,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-12-29
TKT000355,PMS000027,CRM000027,guest_key_00027,435,2026-12-29T18:55:00,2026-12-29T08:56:00,food_beverage,arrival delay,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-12-31
TKT000356,PMS001146,CRM001146,guest_key_01146,372,2026-08-02T17:01:00,2026-08-02T08:05:00,engineering,folio issue,,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-08-04
TKT000357,PMS001032,CRM001032,guest_key_01032,302,2026-06-27T13:32:00,2026-06-27T08:48:00,rooms,room type mismatch,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-06-29
TKT000358,PMS000651,CRM000651,guest_key_00651,316,2026-07-26T19:44:00,2026-07-26T08:57:00,front_desk,arrival valet,2,false,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-07-29
TKT000359,PMS001553,CRM001553,guest_key_01553,307,2026-02-28T08:34:00,2026-02-28T08:37:00,front_desk,housekeeping,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-03-02
TKT000360,PMS001594,CRM001594,guest_key_01594,340,2026-05-14T12:52:00,2026-05-14T08:07:00,food_beverage,neighbor noise,3,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-05-14
TKT000361,PMS001373,CRM001373,guest_key_01373,405,2026-02-04T08:21:00,2026-02-04T08:43:00,front_desk,noise,3,false,Guest reported disrupted rest and expected a more serene stay.,closed,2026-02-05
TKT000362,PMS000780,,guest_key_00780,428,2026-06-18T13:45:00,2026-06-18T09:40:00,front_desk,room_not_ready,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-06-21
TKT000363,PMS001053,CRM001053,guest_key_01053,,2026-06-20T13:37:00,2026-06-20T08:52:00,food_beverage,cabana issue,3,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-06-22
TKT000364,PMS000086,,guest_key_00086,403,2026-02-07T16:40:00,2026-02-07T08:06:00,spa_wellness,late room,3,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-02-08
TKT000365,,CRM000357,guest_key_00357,336,2026-06-03T19:15:00,2026-06-03T08:31:00,engineering,room_not_ready,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-06-03
TKT000366,PMS001535,CRM001535,guest_key_01535,308,2026-11-27T09:43:00,2026-11-27T10:15:00,front_desk,pool access,2,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-11-30
TKT000367,PMS001160,CRM001160,guest_key_01160,,2026-01-01T12:32:00,2026-01-01T08:43:00,rooms,dining delay,3,true,Guest had a dining or service lapse during an on-property food and beverage experience.,open,2026-01-01
TKT000368,PMS001039,CRM001039,guest_key_01039,320,2026-05-01T11:58:00,2026-05-01T08:56:00,housekeeping,wellness service,3,false,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-05-03
TKT000369,PMS000993,,guest_key_00993,405,2026-02-15T13:52:00,2026-02-15T08:11:00,rooms,engineering,3,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-02-17
TKT000370,PMS000834,,guest_key_00834,,2026-06-19T11:15:00,2026-06-19T08:46:00,food_beverage,street noise,3,false,Guest reported disrupted rest and expected a more serene stay.,closed,2026-06-19
TKT000371,PMS000134,CRM000134,guest_key_00134,305,2026-11-28T19:03:00,2026-11-28T08:01:00,food_beverage,facilities issue,,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-11-28
TKT000372,PMS001238,CRM001238,,,2026-07-10T13:47:00,2026-07-10T08:13:00,housekeeping,room_not_ready,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-07-11
TKT000373,PMS001572,,guest_key_01572,371,2026-08-17T20:29:00,2026-08-17T08:40:00,rooms,engineering,3,false,Guest experienced a room maintenance problem requiring staff response.,closed,2026-08-19
TKT000374,PMS000044,CRM000044,guest_key_00044,414,2026-11-04T17:40:00,2026-11-04T08:53:00,housekeeping,folio issue,3,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-11-04
TKT000375,PMS001163,CRM001163,guest_key_01163,407,2026-10-31T11:12:00,2026-10-31T08:52:00,food_beverage,room clean issue,,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-11-01
TKT000376,PMS000123,CRM000123,guest_key_00123,340,2026-10-29T15:08:00,2026-10-29T08:25:00,valet,noise,2,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-11-01
TKT000377,,CRM000946,guest_key_00946,345,2026-12-07T21:09:00,2026-12-07T08:40:00,housekeeping,late room,3,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,open,2026-12-10
TKT000378,PMS000776,CRM000776,guest_key_00776,367,2026-02-27T15:20:00,2026-02-27T08:13:00,rooms,dining delay,2,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-02-27
TKT000379,PMS000609,CRM000609,,,2026-04-10T16:30:00,2026-04-10T09:43:00,food_beverage,spa issue,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-04-10
TKT000380,PMS000537,,guest_key_00537,384,2026-05-18T15:22:00,2026-05-18T08:59:00,food_beverage,parking,4,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-05-19
TKT000381,PMS001345,CRM001345,guest_key_01345,403,2026-12-01T15:16:00,2026-12-01T08:45:00,engineering,housekeeping,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-12-03
TKT000382,PMS001504,CRM001504,guest_key_01504,310,2026-02-04T19:20:00,2026-02-04T08:40:00,engineering,facilities issue,5,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-02-04
TKT000383,PMS000582,CRM000582,guest_key_00582,413,2026-10-23T08:52:00,2026-10-23T08:46:00,rooms,sleep disruption,1,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-10-26
TKT000384,PMS000267,CRM000267,guest_key_00267,311,2026-01-30T19:03:00,2026-01-30T08:18:00,front_desk,parking,,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-01-30
TKT000385,PMS000612,,guest_key_00612,392,2026-07-20T09:32:00,2026-07-20T08:51:00,rooms,engineering,,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-07-22
TKT000386,PMS000082,,,,2026-07-29T09:00:00,2026-07-29T09:21:00,housekeeping,parking,2,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-07-31
TKT000387,PMS000990,CRM000990,guest_key_00990,,2026-04-21T08:13:00,2026-04-21T08:15:00,front_desk,upgrade expectation,4,false,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-04-21
TKT000388,PMS000898,,guest_key_00898,360,2026-11-16T19:51:00,2026-11-16T08:37:00,food_beverage,dining delay,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,manager_review,2026-11-17
TKT000389,PMS001073,CRM001073,guest_key_01073,408,2026-07-17T22:08:00,2026-07-17T08:02:00,front_desk,fee dispute,,true,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-07-19
TKT000390,PMS001075,CRM001075,guest_key_01075,338,2026-06-09T11:18:00,2026-06-09T08:28:00,engineering,order problem,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-06-12
TKT000391,PMS000810,,guest_key_00810,353,2026-08-20T22:33:00,2026-08-20T08:27:00,food_beverage,pool access,1,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-08-20
TKT000392,PMS000642,CRM000642,guest_key_00642,332,2026-09-20T10:05:00,2026-09-20T08:32:00,rooms,room equipment,5,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-09-21
TKT000393,PMS001442,,guest_key_01442,371,2026-02-13T13:39:00,2026-02-13T08:48:00,food_beverage,linen/turndown,4,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-02-13
TKT000394,PMS000865,CRM000865,guest_key_00865,305,2026-05-16T10:31:00,2026-05-16T08:50:00,food_beverage,cabana issue,3,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-05-18
TKT000395,PMS001382,CRM001382,guest_key_01382,,2026-11-30T16:19:00,2026-11-30T08:48:00,front_desk,fee dispute,2,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-11-30
TKT000396,PMS000375,CRM000375,guest_key_00375,,2026-09-08T17:48:00,2026-09-08T08:29:00,rooms,wrong room,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-09-09
TKT000397,PMS000109,CRM000109,guest_key_00109,,2026-06-28T18:34:00,2026-06-28T08:20:00,front_desk,sleep disruption,,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-06-29
TKT000398,PMS001422,CRM001422,guest_key_01422,378,2026-12-14T14:34:00,2026-12-14T08:08:00,housekeeping,room clean issue,2,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-12-14
TKT000399,PMS000248,CRM000248,guest_key_00248,375,2026-03-26T14:56:00,2026-03-26T08:19:00,front_desk,room clean issue,2,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-03-27
TKT000400,PMS000138,CRM000138,guest_key_00138,,2026-07-19T15:20:00,2026-07-19T08:13:00,engineering,facilities issue,2,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-07-21
TKT000401,PMS001504,CRM001504,guest_key_01504,310,2026-02-04T21:42:00,2026-02-04T09:34:00,housekeeping,hk miss,5,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-02-07
TKT000402,PMS000660,CRM000660,guest_key_00660,351,2026-12-01T09:34:00,2026-12-01T08:34:00,rooms,noise,,true,Guest reported disrupted rest and expected a more serene stay.,manager_review,2026-12-04
TKT000403,PMS000793,CRM000793,guest_key_00793,404,2026-07-30T22:54:00,2026-07-30T08:35:00,rooms,arrival delay,5,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,open,2026-07-31
TKT000404,PMS000961,CRM000961,guest_key_00961,459,2026-10-31T15:32:00,2026-10-31T08:53:00,engineering,folio issue,3,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-11-03
TKT000405,PMS000315,CRM000315,,467,2026-07-27T17:41:00,2026-07-27T08:02:00,front_desk,spa issue,5,false,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-07-29
TKT000406,PMS000854,CRM000854,guest_key_00854,325,2026-07-20T10:00:00,2026-07-20T08:12:00,front_desk,facilities issue,5,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-07-22
TKT000407,PMS000563,CRM000563,guest_key_00563,423,2026-07-12T15:44:00,2026-07-12T08:25:00,front_desk,room_not_ready,4,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-07-13
